rank,name,solved,recent
1=,willhsmit,600+,5
1=,dev_random,600+,201
1=,unime,600+,5
1=,(MarcusAndrews),600+,39
1=,al13n,600+,0
1=,radeye,600+,5
1=,Stache,600+,4
1=,cmk,600+,19
9,ving,598,2
10,SlavaKabanovich,574,5
11,binonunquineist,571,326
12,akdheirl,568,326
13,mathseal,558,106
14,ubiquitousgrape,556,13
15,DerekLedbetter,542,4
16,pyrolykos,527,1
17,(sivakd),523,27
18,aruff,513,192
19,(kingvash),508,11
20,Eigenray,493,390
21,devjoe,490,19
22,phsr,486,198
23,ecnerwala,485,1
24,pwensing,480,247
25,antwerpn,471,417
26,rprestezog,459,605
27,amcalde,457,38
28,mathguy314,456,1163
29,silver83p,451,53
30,doctornick5,449,232
31,Murphy,447,121
32,(jpaulson),446,72
33,(DjinnKahn),442,1637
34,neverforget,442,928
35,Robert_OConnor,438,46
36,supdude1,437,1591
37,thundre,433,1440
38,16777216,432,20
39,moovybuf,432,0
40,pismobiker,425,5
41,mckennar,417,396
42,(PeterW),413,438
43,mrauen,412,264
44,oldpatzer,411,0
45,donhatch,410,359
46,tcarr,405,23
47,bdolson,404,6
48,modem,401,20
49,nirenjan,397,2019
50,(Rapptz),397,724
51,universalset,396,35
52,candells,392,5
53,stevefr01,392,3
54,Anton_Chigurh,392,0
55,(ChamZord),384,2197
56,shazzam,379,1592
57,dgiaimo,379,134
58,(davin),376,1211
59,jboeing,373,724
60,navghtivs,372,164
61,(jake223),372,37
62,(kelvinator),372,1
63,grantcarlson,368,162
64,lackritz,368,6
65,Ben.Smallpox,367,1269
66,mark,367,91
67,s.c.koehler,365,45
68,Anyun,362,2192
69,(robot-dreams),362,38
70,(heteroing),361,3
71,CreativeUsername,358,374
72,(fahrbach),358,34
73,diffeqkid,357,865
74,DanRoss53,356,553
75,jarsyl,356,471
76,Ryals,356,1
77,cdoumar,355,2023
78,eporter,355,1934
79,Zach-Lurf,355,72
80,jarip,352,37
81,(kavigupta),352,5
82,(dgokman),351,4
83,JohnMorris,349,114
84,adasgu,348,1942
85,4rm4g3dd0n,344,2214
86,rammek,344,78
87,whileTrue,342,1388
88,Googly,342,1327
89,thorfax,342,464
90,Lewin,341,434
91,henru_wang,336,18
92,bunderscore,334,128
93,mdm,333,66
94,lewanj,332,2674
95,MonkeyTheCode,332,1710
96,xharfire,330,485
97,athenahealth,330,471
98,(zandrewv),330,1
99,akimitsu,329,226
100,genemachine,328,2381
101,(nishanth17),328,110
102,jramanat,327,1387
103,(Jamie_),327,1075
104,shadowx360,326,2466
105,jwsiegel,326,54
106,LarryBlake,326,41
107,dmitrybrant,324,2737
108,anythingapplied,321,69
109,chempro,320,761
110,fizzix,320,19
111,quilan,319,325
112,Thiros,317,175
113,(deansm),316,25
114,blakeney,315,157
115,lukasz_s,312,1330
116,blaisegassend,312,403
117,BrianHuffman,309,2700
118,hdtscott,309,1288
119,Abe27342,309,128
120,NickMcG,308,2259
121,MrPoush,308,471
122,wakkadojo,308,186
123,philiplu,308,3
124,smacke,306,18
125,hexadoodle,305,0
126,mp1,304,876
127,arbrad,303,520
128,godmar,303,231
129,amling,301,2892
130,vvenkai,301,657
131,nwalton125,301,165
132,Tool,300,1017
133,GeneralRetard,298,2955
134,(cjqcjq),297,168
135,Schu-ism,297,0
136,lomont,296,666
137,NabiNaga,296,26
138,krashman,294,1072
139,ralphmerridew,293,2614
140,(Quadratic),292,83
141,jimbo_elephant,292,8
142,(markr),290,429
143,whc67,289,1757
144,thesunmaster,289,639
145,rathmann,287,155
146,nybbler,286,3017
147,jdrandall123,286,2835
148,mcamac,286,110
149,Ted,286,18
150,tlesaul2,285,84
151,wilywampa,283,65
152,eric0511,281,2500
153,(catherd),281,270
154,CUViper,281,140
155,(vbrhjajcn),280,53
156,LeoTheAwesome,278,1789
157,nkbk,278,103
158,sizzzzlerz,277,2415
159,dmeng,276,309
160,jsshep93,276,40
161,TickaJules,276,4
162,bmcgarvey,275,1022
163,msauhta,275,926
164,Atmospheric,275,650
165,(xleviator),274,257
166,Loks,273,2013
167,RandyShane,273,1848
168,fredh,273,1353
169,lkkoller,273,867
170,kubluck,273,155
171,dshabes,272,484
172,(Andy_Dienes),272,2
173,(RadioChuck),272,0
174,jgrilly,271,2443
175,vamoose,271,1623
176,(james.echmalian),270,1568
177,excelgeek,269,323
178,fissional,269,310
179,mcslane,269,11
180,mdean,268,5
181,skybomb0,267,3174
182,dcclyde,267,266
183,karldray,266,220
184,(Bo102010),265,586
185,bjm2144,264,43
186,(nandor),263,3198
187,(enotpolaskun),262,1155
188,ecowarrior,262,648
189,fergemann,261,806
190,mvaneerde,261,747
191,xZork,261,582
192,eigenscalar,260,1355
193,JeffreyBosboom,260,1084
194,xantoscguin,260,431
195,howzat2,260,286
196,brownkenny,260,106
197,gman007,260,68
198,(manjulaiyer),259,1555
199,fahrenba,259,819
200,enrev,259,13
201,Swash,257,3065
202,blaise_pascal,257,2641
203,(smq),257,1652
204,yurip,256,2977
205,KenB,256,190
206,vorbis,255,548
207,jbrennen,255,538
208,qta,255,230
209,shocksteel,254,1198
210,rlindley,254,989
211,(tweedcap),254,969
212,gerglo,254,13
213,losttribble,253,345
214,Abednego,253,240
215,1011010110110,253,124
216,wigie,252,284
217,mauro7inf,252,136
218,jrouse,252,81
219,vincezammit,251,2779
220,jbbower,251,293
221,tguinard,251,160
222,rcp2361,251,149
223,Dukkha,251,0
224,deisenst,250,3122
225,gechhesy,250,1018
226,sdx96,250,539
227,quicksilver,250,193
228,slfotg,250,135
229,(kenbrooker),250,20
230,ipsin,249,856
231,malisper,249,669
232,rgao14,249,138
233,(CheeseLord),249,107
234,huntertrigger,248,1553
235,Nyarpy,248,58
236,antimatter,246,1873
237,frrad,246,885
238,Morphie,246,3
239,texpletive,245,1540
240,abecker,244,529
241,tjohnson314,244,264
242,BartSalt,244,91
243,EclipseEnigma,244,71
244,eighthcoda,244,25
245,burch,243,2195
246,michael.zahniser,243,1380
247,(ncmilder),243,562
248,lirkbald,243,508
249,mathcounts4,243,39
250,(griphyn220),243,10
251,confluential,242,926
252,dbranscombe,242,750
253,SaberToothSlug,241,2354
254,GreekHouse,241,1550
255,ArtVark,241,312
256,grokus,240,2475
257,pbewig,240,1699
258,(0xE6),240,690
259,billbo2424,239,147
260,hweigel528,238,425
261,(kennethklinger),238,96
262,CBurkhart,238,88
263,gabrieller,237,2349
264,cjb,237,2027
265,(chsl95),237,234
266,skutin,236,2629
267,lnxprof,236,2189
268,paladin8,236,2072
269,stephen_weber,236,786
270,davidgillis,236,339
271,alxcoh,236,32
272,piguy314159,236,0
273,BoltonBailey,235,422
274,foison,234,2782
275,xan,234,224
276,rlipsett,234,118
277,(szymczak),233,577
278,(edipusflex),233,494
279,lingomaniac88,233,163
280,joe.giuliani,233,118
281,sidhanth,231,1959
282,pzhon,231,1199
283,kjc,231,1062
