rank,name,solved,recent
1,(jaehyunp),591,1
2,hongraejo,412,1605
3,shinminseon,331,25
4,ainu7,330,923
5,allenjeon,325,16
6,sungmin817,311,109
7,(ssk),307,866
8,emppu,262,142
9,(sunleonid),261,1523
10,kcm1700,257,1291
11,thkang,243,1771
12,muse,240,47
13,JiminP,238,1430
14,noxnia,234,510
15,Bubbler,234,16
16,kanie,230,464
17,Baekjoon,228,790
18,Doju,221,20
19,ipkn,218,1301
20,communia,210,1721
21,zlzmsrhak,209,221
22,Iris_harp,208,2371
23,petdrow,206,514
24,(lakshimi),206,7
25,sharb,204,2802
26,cfranck,204,6
27,l10veu,202,2580
28,changrak,201,329
29,jh05013,200,9
30,00,199,1458
31,jjhangu2,199,758
32,stenhammar,193,3505
33,eyTns,193,563
34,svchost.exe,193,191
35,uws8505,189,3379
36,(mecatos95d),188,1074
37,bumsook,186,138
38,alexum,185,2
39,veshboo,184,197
40,udaque,181,1622
41,(wooyekim),178,1939
42,skim0119,177,57
43,optimizerjerry,176,2988
44,p.istrati,176,1883
45,Breakun,170,1321
46,lem,165,1444
47,ddaker,164,2521
48,Unused,164,484
49,Teferi,161,3038
50,gok01172,160,2744
51,yongwhan,160,1157
52,kimrip,158,1026
53,choyb,157,3088
54,pjsdream,157,1136
55,zhuny,157,312
56,Frizzle,157,298
57,dalpaeng2,156,1047
58,(j1wan),153,736
59,Jungkeun,152,787
60,hillcanon,149,296
61,kjw0612,147,3189
62,absenty,142,2919
63,veblush,141,1983
64,tjfktj,141,821
65,larez,140,610
66,kyumyonglee,140,589
67,ychoi100,137,1416
68,(juncoder),134,1071
69,Kyoseon,133,2950
70,yadi0119,132,1668
71,HeeM,132,524
72,kgw0507,131,2606
73,hij8765,131,1571
74,colorized,131,534
75,(sy0414),130,765
76,Sait2000,130,68
77,bam8695,129,1102
78,hoo,128,2320
79,gsm291,128,2237
80,sehee382,127,2652
81,kazel,127,1302
82,go_to_dmc,126,19
83,rein01,125,3342
84,frigen,125,1816
85,dareun.geum,124,177
86,daewonyoon,123,884
87,daegeon,123,30
88,lifthrasiir,122,2452
89,(kth3321),121,2301
90,(chiwook),118,2077
91,kheled,117,2965
92,sutekine,117,2166
93,J.H.M.,117,113
94,EnDorphin,116,2099
95,(Byungwoo.Jeon),116,265
96,(kinetc),116,25
97,kyduke,114,205
98,DG,112,3219
99,falsetru,111,2988
100,yangbak,111,2088
101,neurome,110,1552
102,tpzcln,110,1375
103,insikk,110,1225
104,Abalcon,110,1100
105,Ainodyne,109,637
106,astein,108,378
107,teddywith,107,3153
108,PhoBiA,107,1228
109,hongsch1,107,273
110,xenosoz,106,2265
111,cdg720,106,2041
112,4135667,106,709
113,ntalbs,106,335
114,panda,105,1556
115,(pse1202),105,839
116,ehooizlo,104,1574
117,keugbang,104,376
118,dlimpid,103,2643
119,bosscq,102,1064
120,whitehwarang,102,318
121,(dalgu),102,13
122,libe,101,2109
123,joinsung,100,3704
124,sim0629,100,2741
125,nullstein,100,2493
126,(kparkeuler),100,77
127,ewmkkpe,98,2260
128,(ensual),98,2107
129,kiyohwan,97,1597
130,younghan,97,314
131,helicity,97,40
132,KimHoSik,96,3325
133,sangpaz,96,912
134,friend1226,96,200
135,subinium,96,0
136,(123harim),95,1184
137,dotorya,95,441
138,rai,94,2458
139,hwijung,94,534
140,desti,93,2017
141,king--kong,91,627
142,struessel,90,2070
143,epjs0126,90,1993
144,moon020416,90,1
145,hitel00000,89,3583
146,skxmremd,89,1620
147,techshare,88,2267
148,laputan,88,2255
149,nineclue,88,207
150,(raifthenerd),88,8
151,pkim,87,3375
152,marocchino,87,3136
153,purluno,87,3061
154,junwhan,87,2482
155,wonyoung,87,1640
156,sanhalee,87,1562
157,thechaos16,87,917
158,KAKaMK,86,3147
159,gs13068,86,1576
160,(hodduc),86,443
161,chokobole,85,3449
162,kivol,85,3332
163,chattee,85,478
164,key262yek,85,216
165,wonsik,84,1747
166,sjnam,84,1687
167,Hydrogen,84,1094
168,(wichgreen),83,2874
169,kaisyu,83,2851
170,(eulpine),83,1045
171,puella1204,83,1036
172,flagj,83,377
173,dhkim16,82,1877
174,(ksthiv),82,1598
175,T.Eom,81,3274
176,hck5209,81,2715
177,milkskin,81,1883
178,EffectiveService,81,1814
179,woongy,80,1967
180,bdares,80,989
181,About-Blank,80,349
182,danox,79,3161
183,inzilion,79,2502
184,souldreamer,79,2357
185,jeonbyungwoo,79,989
186,kjk850,78,2971
187,doodoori2,78,2320
188,(JohnSeo),78,1128
189,seongjaelee,77,2355
190,(sungjinlee),77,1871
191,sukjoony,77,1723
192,seaguy,77,1528
193,ironlung,77,1120
194,Shongky,77,915
195,ch81.song,77,378
196,birmjin.in,77,153
197,raymundo,76,2624
198,hothead,75,3065
199,nateburchell,75,2369
200,songsungkyun,75,2046
201,bingoo,75,2040
202,littlechun4,75,2031
203,solmonk,75,1642
204,ltdtl,75,1607
205,박상건,75,1046
206,YunGoon,75,292
207,kunbam09,75,0
208,zartoven,74,2715
209,vamf12,74,2568
210,(bbaa1155),74,856
211,(gs13057),74,234
212,insany,73,2891
213,dkim90,73,1974
214,xoguslwkd,73,630
215,Oscillator,72,3445
216,trif,72,1861
217,hnjang810,72,1125
218,aleph0,72,1004
219,NewPython,72,716
220,Corea,72,547
221,ssangkong,72,467
222,delfino4,72,93
223,drh,71,2999
224,motoko,71,2749
225,perryrage,71,2096
226,shwlinux,71,1694
227,jykim,71,1373
228,tapiko,71,1061
229,seul,71,797
230,proburner,71,713
231,aeromind,71,299
232,nomadlife,71,0
233,ntopia,70,3496
234,newshake,70,2984
235,jupiter7,70,1428
236,dpp5411,70,1323
237,naldo,70,913
238,changhoon,69,3062
239,sonsworld,69,2201
240,mnbv,69,1914
241,pomtech,69,1781
242,steloflute,69,1754
243,milkiss,69,1066
244,Ephemera,69,881
245,Peacemiki,69,856
246,dincal,69,522
247,rmsrk33,69,182
248,wandookong,69,159
249,dreamsboat,69,47
250,sirgrey,68,3709
251,uzhao,68,1948
252,byturn,68,1870
253,hacysean,68,1553
254,JAYS,68,1450
255,caooeep,68,1341
256,philmasterplus,68,1310
257,eminency,68,775
258,(hsm6911),68,689
259,(nersery),68,679
260,jihunroh-python,68,65
261,Chulho-Song,67,3433
262,fort726,67,3034
263,(posithinks),67,2456
264,blue9057,67,2228
265,gnitemouse,67,2049
266,ideale,67,1831
267,(soharu1024),67,1788
268,ibato,67,1657
269,heemin32,67,1593
270,thebarbershop,67,635
271,(ikisis),67,84
272,ILyoan,66,3032
273,flaugh,66,2154
274,combacsa,66,2049
275,(lemonkr),66,2045
276,StarNK,66,1674
277,irisagfe,66,1210
278,hylee,66,1098
279,greatstone,66,994
280,laytotayl,65,3213
281,gs10107,65,2468
282,yxp30,65,1641
283,bookman01,65,1187
284,cguy2000,65,950
285,espring,65,476
286,nonblock,65,239
287,deity,65,229
288,Eclipse412,64,1807
289,cramade,64,1373
290,(yeori),64,847
291,kreateark,64,609
292,eltmzhsj,64,274
293,sherhy,64,255
294,krieiter,63,2052
295,sukwoo49,63,1823
296,kchhero,63,1547
297,wsh0509,63,1285
298,jooyunghan,63,1019
299,Veckal,63,662
300,(ZTZEROS),63,641
301,jacealan,63,161
302,calvados,62,2345
303,comkiwer,62,2069
304,(kismp123),62,1687
305,swchoi06,62,1531
306,arcadia88,62,980
307,runnie0427,62,744
308,aviness,62,734
309,jw.jung,62,651
310,boyboyhoo,62,382
311,freewild,62,13
312,legend12,61,3891
313,oky,61,3187
314,i274,61,1540
315,JongMan,61,1166
316,hiparkgss,61,201
317,TaeYoung,60,2724
318,boredashell99,60,2590
319,bst1206,60,1634
320,coprime,60,1443
321,optatum,60,1215
322,zxcxz7,60,926
323,fanoyong,60,587
324,tyamazaki,60,584
325,lasher247,60,391
326,ssico7,60,385
327,totworld,59,2720
328,brp-matlab,59,1861
329,MagicalOrb,59,1789
330,protos37,59,1227
331,zephyr9,59,263
332,Holics,58,2422
333,(mighty93),58,1528
334,hakenstock,58,1379
335,(tintin5108),58,1273
336,unbing,57,3134
337,jhyun95,57,1838
338,siscos,57,1796
339,(jaehaaheaj),57,421
340,greatkes,56,3079
341,wildartist,56,3044
