rank,name,solved,recent
125,hexadoodle,305,0
135,Schu-ism,297,0
173,(RadioChuck),272,0
1=,al13n,600+,0
223,Dukkha,251,0
272,piguy314159,236,0
293,mccaskey,229,0
340,dskabelund,219,0
39,moovybuf,432,0
44,oldpatzer,411,0
451,troom,200,0
54,Anton_Chigurh,392,0
594,timkostka,178,0
675,_epistemologist,169,0
736,PerryJer1,163,0
869,martinrg,153,0
16,pyrolykos,527,1
23,ecnerwala,485,1
325,Rfloyd01,221,1
498,plevande,191,1
520,ct075,188,1
626,HalfwayCrook,174,1
62,(kelvinator),372,1
645,Mmm313,172,1
76,Ryals,356,1
98,(zandrewv),330,1
172,(Andy_Dienes),272,2
788,Concision,158,2
9,ving,598,2
123,philiplu,308,3
238,Morphie,246,3
287,nemtiax,230,3
393,Alex52,209,3
53,stevefr01,392,3
657,kronion,171,3
70,(heteroing),361,3
15,DerekLedbetter,542,4
161,TickaJules,276,4
1=,Stache,600+,4
360,wfdoran,214,4
468,GNFS,197,4
493,BH4,192,4
728,bottesini,164,4
82,(dgokman),351,4
992,jhuang,145,4
10,SlavaKabanovich,574,5
180,mdean,268,5
1=,radeye,600+,5
1=,unime,600+,5
1=,willhsmit,600+,5
40,pismobiker,425,5
52,candells,392,5
81,(kavigupta),352,5
949,ARoss,148,5
461,kirkb,198,6
47,bdolson,404,6
64,lackritz,368,6
376,browni3141,211,7
492,(michael.s.emanuel),192,7
689,(gh314),168,7
868,cdspitzer,153,7
991,Pvdx,145,7
141,jimbo_elephant,292,8
292,chulsky,229,8
365,JackODonohue,213,9
250,(griphyn220),243,10
375,calypsonic,211,10
383,moabird,210,10
625,Feryll,174,10
179,mcslane,269,11
19,(kingvash),508,11
352,MathIsAwesome,216,11
491,SageEuler,192,12
633,Artemish,173,12
14,ubiquitousgrape,556,13
200,enrev,259,13
212,gerglo,254,13
472,normanus,196,15
914,chefboyardee71,151,15
439,gjanee,202,16
688,africh,168,16
687,mcj_haskell,168,17
773,ssmith2,159,17
854,tkoz,154,17
893,derekjames,152,17
124,smacke,306,18
149,Ted,286,18
428,hacatu,203,18
91,henru_wang,336,18
110,fizzix,320,19
1=,cmk,600+,19
21,devjoe,490,19
514,jfirester,189,19
617,judygu,175,19
229,(kenbrooker),250,20
38,16777216,432,20
48,modem,401,20
712,Gimmesumcredit,166,21
46,tcarr,405,23
711,SirMrGuy,166,23
113,(deansm),316,25
244,eighthcoda,244,25
586,edjah,179,25
137,NabiNaga,296,26
624,irchans,174,26
17,(sivakd),523,27
339,jfreiberg,219,27
403,acotis,207,30
616,theodoretliu,175,31
853,mps,154,31
892,duane_bailey,152,31
271,alxcoh,236,32
931,rgiuli,150,32
623,momentomori,174,33
867,shersche,153,33
311,Zkid,224,34
72,(fahrbach),358,34
338,(nimr0d),219,35
51,universalset,396,35
598,tigrenok,177,36
61,(jake223),372,37
656,piepera,171,37
80,jarip,352,37
27,amcalde,457,38
566,noogiedunn,181,38
69,(robot-dreams),362,38
1=,(MarcusAndrews),600+,39
249,mathcounts4,243,39
504,benhoch13,190,39
751,janis,161,39
160,jsshep93,276,40
106,LarryBlake,326,41
535,alexdor,185,42
185,bjm2144,264,43
655,rtdavis22,171,44
644,eskaug,172,45
67,s.c.koehler,365,45
710,boneheadmef,166,45
764,(Recondite),160,45
35,Robert_OConnor,438,46
534,countyguy,185,46
686,bbejot,168,49
742,mfeyg,162,49
852,gvance,154,51
155,(vbrhjajcn),280,53
29,silver83p,451,53
105,jwsiegel,326,54
533,jeffbaumann,185,54
806,AlanWE_332a5,157,56
545,wtrotter,184,57
235,Nyarpy,248,58
397,Varcho,208,59
513,ravdin,189,59
396,dawghaus,208,61
604,Steppenwolf99,176,62
402,bruckner,207,63
444,xlearsi31,201,63
963,freakazoid,147,63
467,(pgcomp),197,64
151,wilywampa,283,65
565,sroot,181,65
93,mdm,333,66
727,(paher),164,67
735,mvkid,163,67
990,thebnq,145,67
197,gman007,260,68
108,anythingapplied,321,69
450,Snerd,200,70
243,EclipseEnigma,244,71
577,arpsmack,180,71
891,eparlin,152,71
32,(jpaulson),446,72
479,dbb3,195,72
79,Zach-Lurf,355,72
593,ddgoff,178,73
315,benner4520,223,75
359,raphey,214,76
643,bcc32,172,76
685,(RugbyRaizel),168,76
86,rammek,344,78
815,misterjay,156,79
218,jrouse,252,81
140,(Quadratic),292,83
460,blueyoshi321,198,83
642,gwrightnyc,172,83
150,tlesaul2,285,84
913,buohara,151,85
866,dswenson,153,87
262,CBurkhart,238,88
490,schreck,192,89
242,BartSalt,244,91
66,mark,367,91
948,ZelmersZoetrop,148,91
466,BobTheGreat,197,92
544,JamesRauen,184,94
261,(kennethklinger),238,96
558,(gblais),183,98
310,(caelum02),224,101
157,nkbk,278,103
324,tgp4,221,103
427,Derek_Clegg,203,104
13,mathseal,558,106
196,brownkenny,260,106
233,(CheeseLord),249,107
947,elendia,148,108
101,(nishanth17),328,110
148,mcamac,286,110
696,merlinnimue,167,111
368,(dcoles),212,114
787,aspen8131,158,114
83,JohnMorris,349,114
939,Dakfro,149,114
977,Kugnae,146,116
438,nsg,202,117
930,dazuma,150,117
276,rlipsett,234,118
280,joe.giuliani,233,118
297,grahamholmes,228,121
31,Murphy,447,121
319,chahld,222,122
215,1011010110110,253,124
814,snydej,156,124
337,yli198,219,125
576,(dgottner),180,125
119,Abe27342,309,128
92,bunderscore,334,128
443,Forehead,201,132
57,dgiaimo,379,134
228,slfotg,250,135
217,mauro7inf,252,136
232,rgao14,249,138
154,CUViper,281,140
674,SuckItLipkin,169,140
342,samnolen,218,141
557,ultrakeet,183,145
946,deanaw,148,145
304,Jacob_Elafandi,226,146
