|-------+-------------+--------+--------------------------------------------------------------------|
|  rank | id          | solved | last_solved                                                        |
|-------+-------------+--------+--------------------------------------------------------------------|
|  1=   | id_115989_  | 600+   | utomaya last solved a problem 5 days ago                           |
|  368  | id_262322_  | 101    | sys979 last solved a problem 1710 days ago                         |
|  369  | id_645245_  | 101    | keiji-mu last solved a problem 590 days ago                        |
|  370  | id_175689_  | 101    | snuf_kin last solved a problem 214 days ago                        |
|  371  | id_1307808_ | 101    | tknob3 last solved a problem 2 days ago                            |
|  372  | id_72172_   | 100    | fumi last solved a problem 3481 days ago                           |
|  373  | id_70065_   | 100    | m_Phantom last solved a problem 3480 days ago                      |
|  374  | id_54855_   | 100    | taichiu last solved a problem 3002 days ago                        |
|  375  | id_202865_  | 100    | shnya last solved a problem 2666 days ago                          |
|  376  | id_165322_  | 100    | termat last solved a problem 2657 days ago                         |
|  377  | id_243510_  | 100    | yuta25 last solved a problem 2530 days ago                         |
|  378  | id_301788_  | 100    | (INATA) last solved a problem 2378 days ago                        |
|  379  | id_225003_  | 100    | kanensei last solved a problem 2260 days ago                       |
|  380  | id_125310_  | 100    | matsuta last solved a problem 1906 days ago                        |
|  381  | id_345375_  | 100    | battamon last solved a problem 1887 days ago                       |
|  382  | id_376465_  | 100    | hotpepsi last solved a problem 1806 days ago                       |
|  383  | id_334041_  | 100    | mikami last solved a problem 1431 days ago                         |
|  384  | id_669847_  | 100    | (rhyean8) last solved a problem 1420 days ago                      |
|  385  | id_189241_  | 100    | okanonet last solved a problem 1177 days ago                       |
|  386  | id_47640_   | 100    | Zauberer last solved a problem 993 days ago                        |
|  387  | id_112002_  | 100    | yama last solved a problem 492 days ago                            |
|  388  | id_320632_  | 100    | schwarznecken last solved a problem 333 days ago                   |
|  389  | id_1212143_ | 100    | (asattely) last solved a problem 176 days ago                      |
|  390  | id_103562_  | 99     | tsutomu last solved a problem 3280 days ago                        |
|  391  | id_238441_  | 99     | solitary7bd last solved a problem 1968 days ago                    |
|  392  | id_152219_  | 99     | seto last solved a problem 1570 days ago                           |
|  393  | id_553474_  | 99     | yskcon last solved a problem 1542 days ago                         |
|  394  | id_894605_  | 99     | maeshiro last solved a problem 281 days ago                        |
|  395  | id_25373_   | 98     | 1tk last solved a problem 3753 days ago                            |
|  396  | id_1116619_ | 98     | xy_nak_jl last solved a problem 392 days ago                       |
|  397  | id_308509_  | 98     | dryaemon last solved a problem 222 days ago                        |
|  398  | id_8961_    | 97     | mokos last solved a problem 3478 days ago                          |
|  399  | id_92973_   | 97     | condotti last solved a problem 3309 days ago                       |
|  400  | id_794618_  | 97     | suppy193 last solved a problem 538 days ago                        |
|  401  | id_177030_  | 96     | isato last solved a problem 2738 days ago                          |
|  402  | id_8723_    | 96     | tanzaku last solved a problem 1355 days ago                        |
|  403  | id_667350_  | 96     | norisuke last solved a problem 699 days ago                        |
|  404  | id_605991_  | 96     | yuzupom last solved a problem 592 days ago                         |
|  405  | id_385741_  | 96     | huwakun last solved a problem 62 days ago                          |
|  406  | id_80341_   | 95     | electrolysis last solved a problem 3411 days ago                   |
|  407  | id_91610_   | 95     | mi-chang last solved a problem 3335 days ago                       |
|  408  | id_33074_   | 95     | subaru last solved a problem 3269 days ago                         |
|  409  | id_239183_  | 95     | hs484 last solved a problem 1803 days ago                          |
|  410  | id_685539_  | 95     | catindog last solved a problem 943 days ago                        |
|  411  | id_525735_  | 95     | mayoko last solved a problem 518 days ago                          |
|  412  | id_1133358_ | 95     | narita last solved a problem 269 days ago                          |
|  413  | id_276255_  | 95     | dshiota last solved a problem 135 days ago                         |
|  414  | id_291978_  | 95     | expajp last solved a problem 21 days ago                           |
|  415  | id_102478_  | 94     | wanson last solved a problem 3286 days ago                         |
|  416  | id_28828_   | 94     | t-uchida last solved a problem 2796 days ago                       |
|  417  | id_62685_   | 94     | takfjt last solved a problem 2551 days ago                         |
|  418  | id_471849_  | 94     | na2hiro last solved a problem 1686 days ago                        |
|  419  | id_237614_  | 94     | muupan last solved a problem 1577 days ago                         |
|  420  | id_739601_  | 94     | onigiri11235 last solved a problem 532 days ago                    |
|  421  | id_116723_  | 94     | kawasaki last solved a problem 199 days ago                        |
|  422  | id_575313_  | 94     | kono last solved a problem 196 days ago                            |
|  423  | id_951188_  | 94     | mena_nann last solved a problem 122 days ago                       |
|  424  | id_63449_   | 93     | tomicchie last solved a problem 1909 days ago                      |
|  425  | id_382167_  | 93     | vineyoshi last solved a problem 966 days ago                       |
|  426  | id_936612_  | 93     | E869120 last solved a problem 717 days ago                         |
|  427  | id_286839_  | 93     | lotz last solved a problem 632 days ago                            |
|  428  | id_34506_   | 93     | hogehoge last solved a problem 530 days ago                        |
|  429  | id_253543_  | 93     | Szigeta last solved a problem 99 days ago                          |
|  430  | id_75379_   | 92     | supiar17 last solved a problem 3265 days ago                       |
|  431  | id_314010_  | 92     | folsena last solved a problem 2346 days ago                        |
|  432  | id_375832_  | 92     | _iota last solved a problem 1698 days ago                          |
|  433  | id_207275_  | 92     | kajibo last solved a problem 1608 days ago                         |
|  434  | id_143133_  | 92     | asi1024 last solved a problem 562 days ago                         |
|  435  | id_1247111_ | 92     | napaa last solved a problem 180 days ago                           |
|  436  | id_1117711_ | 92     | (ref4d) last solved a problem 108 days ago                         |
|  437  | id_965839_  | 92     | Konno_Ryo last solved a problem 67 days ago                        |
|  438  | id_41859_   | 91     | perfec last solved a problem 3514 days ago                         |
|  439  | id_146542_  | 91     | miyabiarts last solved a problem 2641 days ago                     |
|  440  | id_139830_  | 91     | nagatomutu last solved a problem 2620 days ago                     |
|  441  | id_71400_   | 91     | killy971 last solved a problem 1629 days ago                       |
|  442  | id_154611_  | 91     | ichyo last solved a problem 1187 days ago                          |
|  443  | id_1046361_ | 91     | intestine last solved a problem 628 days ago                       |
|  444  | id_210521_  | 91     | Lycoris_i last solved a problem 230 days ago                       |
|  445  | id_37061_   | 90     | hubtoyo last solved a problem 3003 days ago                        |
|  446  | id_68259_   | 90     | eagletmt last solved a problem 2846 days ago                       |
|  447  | id_201931_  | 90     | korieru last solved a problem 2546 days ago                        |
|  448  | id_166856_  | 90     | meltice last solved a problem 2458 days ago                        |
|  449  | id_106339_  | 90     | phyllo last solved a problem 1965 days ago                         |
|  450  | id_176902_  | 90     | merom686 last solved a problem 1835 days ago                       |
|  451  | id_831089_  | 90     | _koji last solved a problem 671 days ago                           |
|  452  | id_81044_   | 89     | Hidemaro last solved a problem 3246 days ago                       |
|  453  | id_41350_   | 89     | Brenhilt last solved a problem 1798 days ago                       |
|  454  | id_616587_  | 89     | hjk last solved a problem 1453 days ago                            |
|  455  | id_132979_  | 89     | gfaogr123 last solved a problem 1395 days ago                      |
|  456  | id_49575_   | 89     | seikichi last solved a problem 1362 days ago                       |
|  457  | id_409677_  | 89     | tomoki last solved a problem 880 days ago                          |
|  458  | id_184873_  | 89     | pit_viper last solved a problem 864 days ago                       |
|  459  | id_969020_  | 89     | NAKAJIMA_Junichi last solved a problem 699 days ago                |
|  460  | id_185679_  | 89     | coricozizi last solved a problem 456 days ago                      |
|  461  | id_575501_  | 89     | kodama417 last solved a problem 346 days ago                       |
|  462  | id_27089_   | 88     | graySpace999 last solved a problem 3514 days ago                   |
|  463  | id_28901_   | 88     | nida last solved a problem 3098 days ago                           |
|  464  | id_627218_  | 88     | abeken713 last solved a problem 1308 days ago                      |
|  465  | id_485061_  | 88     | onuma last solved a problem 1091 days ago                          |
|  466  | id_803312_  | 88     | reduls last solved a problem 843 days ago                          |
|  467  | id_163447_  | 88     | tanutarou last solved a problem 404 days ago                       |
|  468  | id_1089974_ | 88     | cpi_abu last solved a problem 123 days ago                         |
|  469  | id_1026187_ | 88     | como314 last solved a problem 27 days ago                          |
|  470  | id_135298_  | 87     | skycholy last solved a problem 3050 days ago                       |
|  471  | id_78949_   | 87     | ozy4dm last solved a problem 2911 days ago                         |
|  472  | id_203290_  | 87     | akihito123 last solved a problem 2650 days ago                     |
|  473  | id_281309_  | 87     | newtomn last solved a problem 2393 days ago                        |
|  474  | id_294946_  | 87     | Hiroshi_Murata last solved a problem 2368 days ago                 |
|  475  | id_258885_  | 87     | y3eadgbe last solved a problem 2337 days ago                       |
|  476  | id_140884_  | 87     | nobu last solved a problem 1452 days ago                           |
|  477  | id_27563_   | 87     | binbo-himanasi last solved a problem 1123 days ago                 |
|  478  | id_134079_  | 87     | hatoo last solved a problem 1095 days ago                          |
|  479  | id_605994_  | 87     | roiti46 last solved a problem 1016 days ago                        |
|  480  | id_142877_  | 87     | belltailjp last solved a problem 673 days ago                      |
|  481  | id_978328_  | 87     | yinamori last solved a problem 671 days ago                        |
|  482  | id_661866_  | 87     | omochi last solved a problem 637 days ago                          |
|  483  | id_1036607_ | 87     | uhouho_gorilla last solved a problem 635 days ago                  |
|  484  | id_763336_  | 87     | angel-p57 last solved a problem 624 days ago                       |
|  485  | id_36419_   | 87     | outerinside last solved a problem 456 days ago                     |
|  486  | id_801335_  | 87     | ydash last solved a problem 411 days ago                           |
|  487  | id_1280916_ | 87     | sweetberry last solved a problem 98 days ago                       |
|  488  | id_28297_   | 86     | deco114 last solved a problem 3804 days ago                        |
|  489  | id_246842_  | 86     | RuikoSaten last solved a problem 2564 days ago                     |
|  490  | id_295148_  | 86     | siawasesun last solved a problem 2069 days ago                     |
|  491  | id_106780_  | 86     | nmas last solved a problem 2055 days ago                           |
|  492  | id_787741_  | 86     | hirotakaohkubo1 last solved a problem 1151 days ago                |
|  493  | id_294588_  | 86     | BLUEPIXY last solved a problem 781 days ago                        |
|  494  | id_788678_  | 86     | unnamed1030 last solved a problem 703 days ago                     |
|  495  | id_818052_  | 86     | keizo2 last solved a problem 440 days ago                          |
|  496  | id_1138449_ | 86     | mk3ura last solved a problem 270 days ago                          |
|  497  | id_63820_   | 85     | Takax2 last solved a problem 3449 days ago                         |
|  498  | id_145456_  | 85     | tarya last solved a problem 2930 days ago                          |
|  499  | id_178065_  | 85     | yin-yang.alchemist last solved a problem 2821 days ago             |
|  500  | id_85535_   | 85     | matsu911 last solved a problem 2230 days ago                       |
|  501  | id_237973_  | 85     | misonikomineko last solved a problem 2189 days ago                 |
|  502  | id_172519_  | 85     | YoshikiIto last solved a problem 2139 days ago                     |
|  503  | id_168603_  | 85     | xarsh last solved a problem 1836 days ago                          |
|  504  | id_587587_  | 85     | erunaven last solved a problem 1306 days ago                       |
|  505  | id_29700_   | 85     | pepepyon last solved a problem 1051 days ago                       |
|  506  | id_1067648_ | 85     | ability_potion last solved a problem 485 days ago                  |
|  507  | id_28889_   | 85     | mtsuyugu last solved a problem 384 days ago                        |
|  508  | id_545980_  | 85     | moratori last solved a problem 74 days ago                         |
|  509  | id_206584_  | 84     | laynts last solved a problem 2489 days ago                         |
|  510  | id_241961_  | 84     | YuukiARIA last solved a problem 2172 days ago                      |
|  511  | id_377738_  | 84     | t-matsubara last solved a problem 2107 days ago                    |
|  512  | id_65650_   | 84     | tsurushuu last solved a problem 2019 days ago                      |
|  513  | id_206946_  | 84     | Akeru last solved a problem 1957 days ago                          |
|  514  | id_162020_  | 84     | jahshaka last solved a problem 1540 days ago                       |
|  515  | id_633063_  | 84     | mthrok last solved a problem 1320 days ago                         |
|  516  | id_132992_  | 84     | cof last solved a problem 936 days ago                             |
|  517  | id_113455_  | 84     | mameo86 last solved a problem 791 days ago                         |
|  518  | id_225027_  | 84     | Suichi last solved a problem 521 days ago                          |
|  519  | id_859121_  | 84     | (tomiono) last solved a problem 280 days ago                       |
|  520  | id_646258_  | 84     | (mb01) last solved a problem 1 day ago                             |
|  521  | id_40002_   | 83     | tadokoro last solved a problem 3640 days ago                       |
|  522  | id_132528_  | 83     | gushwell last solved a problem 2938 days ago                       |
|  523  | id_186656_  | 83     | toriaezu last solved a problem 2498 days ago                       |
|  524  | id_237133_  | 83     | kaorimatz last solved a problem 2481 days ago                      |
|  525  | id_186680_  | 83     | hagure_beans last solved a problem 1830 days ago                   |
|  526  | id_929254_  | 83     | sagerin last solved a problem 217 days ago                         |
|  527  | id_1249880_ | 83     | ignorabimus last solved a problem 155 days ago                     |
|  528  | id_36014_   | 82     | notogawa last solved a problem 3695 days ago                       |
|  529  | id_243596_  | 82     | k3_kaimu last solved a problem 2338 days ago                       |
|  530  | id_100601_  | 82     | kazuya030 last solved a problem 2089 days ago                      |
|  531  | id_133476_  | 82     | HOYOHOYO000 last solved a problem 2033 days ago                    |
|  532  | id_371916_  | 82     | kengpong last solved a problem 1617 days ago                       |
|  533  | id_547652_  | 82     | hurou last solved a problem 1605 days ago                          |
|  534  | id_652507_  | 82     | kijitoragoro last solved a problem 1428 days ago                   |
|  535  | id_627464_  | 82     | selios last solved a problem 1365 days ago                         |
|  536  | id_478971_  | 82     | tatsy last solved a problem 1243 days ago                          |
|  537  | id_277988_  | 82     | zawawahoge last solved a problem 878 days ago                      |
|  538  | id_828841_  | 82     | nishima last solved a problem 736 days ago                         |
|  539  | id_599327_  | 82     | suihan last solved a problem 557 days ago                          |
|  540  | id_848306_  | 82     | hamukichi last solved a problem 263 days ago                       |
|  541  | id_215106_  | 82     | kerlon last solved a problem 175 days ago                          |
|  542  | id_1870_    | 81     | Kai last solved a problem 3780 days ago                            |
|  543  | id_118142_  | 81     | gigo891 last solved a problem 2762 days ago                        |
|  544  | id_198635_  | 81     | ds14050 last solved a problem 2375 days ago                        |
|  545  | id_416071_  | 81     | (XaroCydeykn) last solved a problem 1748 days ago                  |
|  546  | id_27637_   | 81     | mystery last solved a problem 1633 days ago                        |
|  547  | id_437466_  | 81     | OKEI last solved a problem 1336 days ago                           |
|  548  | id_314153_  | 81     | tatt61880 last solved a problem 638 days ago                       |
|  549  | id_12143_   | 80     | kt3k last solved a problem 3495 days ago                           |
|  550  | id_28647_   | 80     | miyaryu last solved a problem 3401 days ago                        |
|  551  | id_358460_  | 80     | nanikaka last solved a problem 2100 days ago                       |
|  552  | id_112872_  | 80     | ALuneedis last solved a problem 1762 days ago                      |
|  553  | id_623402_  | 80     | occho last solved a problem 1548 days ago                          |
|  554  | id_546515_  | 80     | blue0620 last solved a problem 1382 days ago                       |
|  555  | id_36471_   | 80     | aomoriringo last solved a problem 1283 days ago                    |
|  556  | id_751772_  | 80     | TsudaKageyu last solved a problem 1219 days ago                    |
|  557  | id_1060993_ | 80     | aihara_enju last solved a problem 603 days ago                     |
|  558  | id_576964_  | 80     | (thelettera) last solved a problem 303 days ago                    |
|  559  | id_133600_  | 80     | Tomonacci last solved a problem 303 days ago                       |
|  560  | id_1136673_ | 80     | casquette34 last solved a problem 134 days ago                     |
|  561  | id_1101502_ | 80     | dqmaniac last solved a problem within the past day                 |
|  562  | id_194085_  | 79     | qchikara last solved a problem 2760 days ago                       |
|  563  | id_164349_  | 79     | Shaddan last solved a problem 2381 days ago                        |
|  564  | id_171597_  | 79     | yone64 last solved a problem 2097 days ago                         |
|  565  | id_399415_  | 79     | tkych last solved a problem 1906 days ago                          |
|  566  | id_453335_  | 79     | Soeno last solved a problem 1642 days ago                          |
|  567  | id_563467_  | 79     | (lrmystp) last solved a problem 1625 days ago                      |
|  568  | id_142329_  | 79     | aomoriringocpp last solved a problem 1286 days ago                 |
|  569  | id_172113_  | 79     | rutas123 last solved a problem 1203 days ago                       |
|  570  | id_343654_  | 79     | manicmaniac last solved a problem 1194 days ago                    |
|  571  | id_399033_  | 79     | tsukagashira last solved a problem 552 days ago                    |
|  572  | id_141028_  | 79     | specular last solved a problem 454 days ago                        |
|  573  | id_74104_   | 78     | fkyou last solved a problem 3484 days ago                          |
|  574  | id_171386_  | 78     | ww74epm last solved a problem 2858 days ago                        |
|  575  | id_221363_  | 78     | y_tag last solved a problem 2641 days ago                          |
|  576  | id_175108_  | 78     | pied last solved a problem 2332 days ago                           |
|  577  | id_180752_  | 78     | kouhei.e last solved a problem 2018 days ago                       |
|  578  | id_658237_  | 78     | Christie last solved a problem 1417 days ago                       |
|  579  | id_398701_  | 78     | evima last solved a problem 1355 days ago                          |
|  580  | id_392259_  | 78     | mk1988 last solved a problem 1237 days ago                         |
|  581  | id_403153_  | 78     | dolpen last solved a problem 1182 days ago                         |
|  582  | id_522410_  | 78     | (Koizumi_Kyoko) last solved a problem 577 days ago                 |
|  583  | id_459954_  | 78     | hyusuk last solved a problem 544 days ago                          |
|  584  | id_483046_  | 78     | 001229 last solved a problem 443 days ago                          |
|  585  | id_1108574_ | 78     | tkkyn last solved a problem 395 days ago                           |
|  586  | id_1058136_ | 78     | kichi941 last solved a problem 187 days ago                        |
|  587  | id_27225_   | 77     | june1 last solved a problem 3826 days ago                          |
|  588  | id_34766_   | 77     | OBK last solved a problem 3547 days ago                            |
|  589  | id_37150_   | 77     | J.Silence last solved a problem 3501 days ago                      |
|  590  | id_195212_  | 77     | kinodjnz last solved a problem 2451 days ago                       |
|  591  | id_290451_  | 77     | (nakanoj) last solved a problem 2395 days ago                      |
|  592  | id_278780_  | 77     | ya_nanba last solved a problem 2048 days ago                       |
|  593  | id_27708_   | 77     | fumono last solved a problem 1997 days ago                         |
|  594  | id_415275_  | 77     | utenmiki last solved a problem 1936 days ago                       |
|  595  | id_201958_  | 77     | Bell last solved a problem 1643 days ago                           |
|  596  | id_63394_   | 77     | e-cube last solved a problem 1641 days ago                         |
|  597  | id_161957_  | 77     | siun last solved a problem 1459 days ago                           |
|  598  | id_516419_  | 77     | ud0n last solved a problem 1382 days ago                           |
|  599  | id_322738_  | 77     | orobas last solved a problem 1359 days ago                         |
|  600  | id_584828_  | 77     | shimisho last solved a problem 1237 days ago                       |
|  601  | id_559899_  | 77     | snowfall last solved a problem 1234 days ago                       |
|  602  | id_312759_  | 77     | hebiyan last solved a problem 1138 days ago                        |
|  603  | id_542477_  | 77     | Awata last solved a problem 855 days ago                           |
|  604  | id_514511_  | 77     | K_Cheat1992 last solved a problem 801 days ago                     |
|  605  | id_535193_  | 77     | tar701 last solved a problem 773 days ago                          |
|  606  | id_141065_  | 77     | himajin last solved a problem 478 days ago                         |
|  607  | id_251003_  | 77     | xeno1991 last solved a problem 177 days ago                        |
|  608  | id_774055_  | 77     | muchance last solved a problem 128 days ago                        |
|  609  | id_35588_   | 76     | sonoday last solved a problem 3446 days ago                        |
|  610  | id_28289_   | 76     | ori last solved a problem 3030 days ago                            |
|  611  | id_242529_  | 76     | boincneet last solved a problem 2515 days ago                      |
|  612  | id_179716_  | 76     | mstrange last solved a problem 2330 days ago                       |
|  613  | id_280101_  | 76     | OcoToOo last solved a problem 2296 days ago                        |
|  614  | id_28513_   | 76     | snak last solved a problem 2255 days ago                           |
|  615  | id_428769_  | 76     | suyama last solved a problem 1979 days ago                         |
|  616  | id_415725_  | 76     | chunglak last solved a problem 1661 days ago                       |
|  617  | id_615517_  | 76     | GengenGen last solved a problem 1454 days ago                      |
|  618  | id_221710_  | 76     | t-egawa last solved a problem 1389 days ago                        |
|  619  | id_49865_   | 76     | mihonobu last solved a problem 1154 days ago                       |
|  620  | id_307551_  | 76     | matsu7874 last solved a problem 1121 days ago                      |
|  621  | id_100162_  | 76     | aflc last solved a problem 1119 days ago                           |
|  622  | id_464446_  | 76     | takuti last solved a problem 1045 days ago                         |
|  623  | id_543999_  | 76     | (tks2600) last solved a problem 693 days ago                       |
|  624  | id_413439_  | 76     | jkotani last solved a problem 560 days ago                         |
|  625  | id_302127_  | 76     | Ipp last solved a problem 554 days ago                             |
|  626  | id_248099_  | 76     | paruki last solved a problem 142 days ago                          |
|  627  | id_1309108_ | 76     | B5-ha last solved a problem 18 days ago                            |
|  628  | id_69188_   | 75     | gunn last solved a problem 3312 days ago                           |
|  629  | id_163576_  | 75     | you_ssk last solved a problem 2789 days ago                        |
|  630  | id_31338_   | 75     | nob last solved a problem 2782 days ago                            |
|  631  | id_224734_  | 75     | risuo last solved a problem 2476 days ago                          |
|  632  | id_136990_  | 75     | logicmachine last solved a problem 2383 days ago                   |
|  633  | id_35427_   | 75     | ishibashi last solved a problem 2184 days ago                      |
|  634  | id_373812_  | 75     | (A-gen.d) last solved a problem 2159 days ago                      |
|  635  | id_480311_  | 75     | _Horiki last solved a problem 1872 days ago                        |
|  636  | id_416011_  | 75     | disco_hospital last solved a problem 1826 days ago                 |
|  637  | id_319777_  | 75     | xragn last solved a problem 1770 days ago                          |
|  638  | id_28667_   | 75     | tetutaro last solved a problem 1675 days ago                       |
|  639  | id_27973_   | 75     | giru0116 last solved a problem 1636 days ago                       |
|  640  | id_634272_  | 75     | showmeear last solved a problem 1452 days ago                      |
|  641  | id_451512_  | 75     | ponkotuy last solved a problem 976 days ago                        |
|  642  | id_639294_  | 75     | hrk64 last solved a problem 889 days ago                           |
|  643  | id_1013077_ | 75     | ryukau last solved a problem 696 days ago                          |
|  644  | id_890631_  | 75     | obelisk1968 last solved a problem 695 days ago                     |
|  645  | id_1149900_ | 75     | (lutheta) last solved a problem 411 days ago                       |
|  646  | id_1111037_ | 75     | yuzuponikemi last solved a problem 112 days ago                    |
|  647  | id_73972_   | 74     | yabu last solved a problem 2275 days ago                           |
|  648  | id_307136_  | 74     | hakomo last solved a problem 2177 days ago                         |
|  649  | id_34673_   | 74     | OFNIR3 last solved a problem 408 days ago                          |
|  650  | id_586449_  | 74     | Haaryou last solved a problem 237 days ago                         |
|  651  | id_640720_  | 74     | falke727 last solved a problem 224 days ago                        |
|  652  | id_1150472_ | 74     | C.Miyata last solved a problem 186 days ago                        |
|  653  | id_1127835_ | 74     | matttttu last solved a problem 10 days ago                         |
|  654  | id_27347_   | 73     | isr last solved a problem 3807 days ago                            |
|  655  | id_31121_   | 73     | boxnos last solved a problem 3737 days ago                         |
|  656  | id_4_       | 73     | Guest last solved a problem 3121 days ago                          |
|  657  | id_27955_   | 73     | ainsophyao last solved a problem 3064 days ago                     |
|  658  | id_33056_   | 73     | ultrasasa2002 last solved a problem 2741 days ago                  |
|  659  | id_286483_  | 73     | ymchn last solved a problem 2422 days ago                          |
|  660  | id_72260_   | 73     | hiromichiroh last solved a problem 2185 days ago                   |
|  661  | id_288597_  | 73     | odiak last solved a problem 1914 days ago                          |
|  662  | id_486899_  | 73     | rima last solved a problem 1813 days ago                           |
|  663  | id_709906_  | 73     | ii_is_in last solved a problem 1316 days ago                       |
|  664  | id_535601_  | 73     | kuroyan last solved a problem 577 days ago                         |
|  665  | id_321419_  | 73     | scranble last solved a problem 107 days ago                        |
|  666  | id_225259_  | 72     | T.Kawazoe last solved a problem 2622 days ago                      |
|  667  | id_240855_  | 72     | vivivich last solved a problem 2575 days ago                       |
|  668  | id_239157_  | 72     | tarui last solved a problem 2363 days ago                          |
|  669  | id_81080_   | 72     | Machan last solved a problem 2225 days ago                         |
|  670  | id_251649_  | 72     | has207 last solved a problem 1933 days ago                         |
|  671  | id_327199_  | 72     | zwaarty last solved a problem 1147 days ago                        |
|  672  | id_710478_  | 72     | kanotown last solved a problem 1078 days ago                       |
|  673  | id_1144904_ | 72     | dorao1984 last solved a problem 411 days ago                       |
|  674  | id_420201_  | 72     | (hm64) last solved a problem 303 days ago                          |
|  675  | id_323541_  | 72     | dr.ken last solved a problem 301 days ago                          |
|  676  | id_36905_   | 71     | tsujikawa last solved a problem 3343 days ago                      |
|  677  | id_34940_   | 71     | koyomi last solved a problem 3050 days ago                         |
|  678  | id_73991_   | 71     | (fdumont) last solved a problem 2917 days ago                      |
|  679  | id_166675_  | 71     | Respect2D last solved a problem 2768 days ago                      |
|  680  | id_262758_  | 71     | acele last solved a problem 2293 days ago                          |
|  681  | id_28171_   | 71     | gusmachine last solved a problem 2188 days ago                     |
|  682  | id_308256_  | 71     | xr0038 last solved a problem 2052 days ago                         |
|  683  | id_160022_  | 71     | (KagawaEnji) last solved a problem 1915 days ago                   |
|  684  | id_125682_  | 71     | hippos last solved a problem 1806 days ago                         |
|  685  | id_524974_  | 71     | (hhd00062) last solved a problem 1747 days ago                     |
|  686  | id_407382_  | 71     | kazua last solved a problem 1729 days ago                          |
|  687  | id_609453_  | 71     | masaya last solved a problem 1538 days ago                         |
|  688  | id_39624_   | 71     | the.little.schemer last solved a problem 1305 days ago             |
|  689  | id_584834_  | 71     | yuto last solved a problem 806 days ago                            |
|  690  | id_808471_  | 71     | saharan last solved a problem 663 days ago                         |
|  691  | id_951721_  | 71     | kimihiro.T last solved a problem 595 days ago                      |
|  692  | id_394149_  | 71     | TeamCraftworks last solved a problem 594 days ago                  |
|  693  | id_296891_  | 71     | maoyam last solved a problem 562 days ago                          |
|  694  | id_1057319_ | 71     | nekonome2016 last solved a problem 537 days ago                    |
|  695  | id_974732_  | 71     | vabuff last solved a problem 342 days ago                          |
|  696  | id_28048_   | 70     | kounoike last solved a problem 3819 days ago                       |
|  697  | id_36887_   | 70     | maehara last solved a problem 3707 days ago                        |
|  698  | id_30617_   | 70     | chobie last solved a problem 3141 days ago                         |
|  699  | id_146586_  | 70     | PetitTK last solved a problem 2913 days ago                        |
|  700  | id_201367_  | 70     | ibabangida last solved a problem 2638 days ago                     |
|  701  | id_297138_  | 70     | xzyanagi last solved a problem 2104 days ago                       |
|  702  | id_204078_  | 70     | noecho last solved a problem 1996 days ago                         |
|  703  | id_508043_  | 70     | zaneli last solved a problem 1257 days ago                         |
|  704  | id_824106_  | 70     | acele14 last solved a problem 1101 days ago                        |
|  705  | id_362618_  | 70     | skokado last solved a problem 795 days ago                         |
|  706  | id_221234_  | 70     | (dfurusaka) last solved a problem 480 days ago                     |
|  707  | id_1056548_ | 70     | satanic0258 last solved a problem 336 days ago                     |
|  708  | id_186068_  | 70     | maple0705 last solved a problem 334 days ago                       |
|  709  | id_1155265_ | 70     | mctibbs last solved a problem 73 days ago                          |
|  710  | id_28187_   | 69     | mint last solved a problem 3687 days ago                           |
|  711  | id_54785_   | 69     | sengoku_fortran last solved a problem 3132 days ago                |
|  712  | id_106515_  | 69     | hikaru last solved a problem 2744 days ago                         |
|  713  | id_203036_  | 69     | Y.Kimi last solved a problem 2110 days ago                         |
|  714  | id_416548_  | 69     | sta_k last solved a problem 2050 days ago                          |
|  715  | id_167187_  | 69     | kohyama last solved a problem 2038 days ago                        |
|  716  | id_440355_  | 69     | T.M. last solved a problem 1939 days ago                           |
|  717  | id_378580_  | 69     | ami_GS last solved a problem 1552 days ago                         |
|  718  | id_368461_  | 69     | hkimura last solved a problem 1447 days ago                        |
|  719  | id_292604_  | 69     | mochitaro last solved a problem 1408 days ago                      |
|  720  | id_756912_  | 69     | egisatoshi last solved a problem 1129 days ago                     |
|  721  | id_266732_  | 69     | elysion_halcyon last solved a problem 970 days ago                 |
|  722  | id_996004_  | 69     | komorin95 last solved a problem 740 days ago                       |
|  723  | id_32982_   | 69     | fermikami last solved a problem 583 days ago                       |
|  724  | id_591854_  | 69     | yutakat last solved a problem 559 days ago                         |
|  725  | id_891889_  | 69     | penoken last solved a problem 45 days ago                          |
|  726  | id_1352082_ | 69     | htkb last solved a problem 6 days ago                              |
|  727  | id_57753_   | 68     | tzik last solved a problem 3541 days ago                           |
|  728  | id_38234_   | 68     | nitoyon last solved a problem 3034 days ago                        |
|  729  | id_32971_   | 68     | ultraist last solved a problem 2921 days ago                       |
|  730  | id_69613_   | 68     | idojun last solved a problem 2894 days ago                         |
|  731  | id_214948_  | 68     | tarai last solved a problem 2629 days ago                          |
|  732  | id_147611_  | 68     | ablasdel last solved a problem 2441 days ago                       |
|  733  | id_143141_  | 68     | mythosil last solved a problem 2435 days ago                       |
|  734  | id_118798_  | 68     | yudetamago last solved a problem 2413 days ago                     |
|  735  | id_132730_  | 68     | myokoym last solved a problem 1855 days ago                        |
|  736  | id_343324_  | 68     | k_coffee last solved a problem 1629 days ago                       |
|  737  | id_520595_  | 68     | junonon last solved a problem 1604 days ago                        |
|  738  | id_268754_  | 68     | shimomire last solved a problem 1597 days ago                      |
