|-------+-------------+--------+--------------------------------------------------------------------|
|  rank | id          | solved | last_solved                                                        |
|-------+-------------+--------+--------------------------------------------------------------------|
|  1=   | id_115989_  | 600+   | utomaya last solved a problem 5 days ago                           |
|  739  | id_114695_  | 68     | pri_light last solved a problem 1447 days ago                      |
|  740  | id_560998_  | 68     | stsiwi last solved a problem 1184 days ago                         |
|  741  | id_432353_  | 68     | ponyopoppo last solved a problem 1169 days ago                     |
|  742  | id_107138_  | 68     | Satoshi last solved a problem 416 days ago                         |
|  743  | id_1294054_ | 68     | orphen last solved a problem 135 days ago                          |
|  744  | id_38906_   | 67     | parasporospa last solved a problem 3665 days ago                   |
|  745  | id_63855_   | 67     | tabehodai last solved a problem 3376 days ago                      |
|  746  | id_81342_   | 67     | Naksy last solved a problem 2923 days ago                          |
|  747  | id_205979_  | 67     | kisa12012 last solved a problem 2668 days ago                      |
|  748  | id_136586_  | 67     | stockedge last solved a problem 2507 days ago                      |
|  749  | id_143216_  | 67     | ymotongpoo last solved a problem 2504 days ago                     |
|  750  | id_210355_  | 67     | daigo last solved a problem 2450 days ago                          |
|  751  | id_201281_  | 67     | YuhSylphy last solved a problem 2397 days ago                      |
|  752  | id_100185_  | 67     | Aither last solved a problem 2054 days ago                         |
|  753  | id_449230_  | 67     | shudaisho last solved a problem 1255 days ago                      |
|  754  | id_258697_  | 67     | Sumariyan last solved a problem 1203 days ago                      |
|  755  | id_354236_  | 67     | jotakami last solved a problem 1098 days ago                       |
|  756  | id_646066_  | 67     | colts7 last solved a problem 1050 days ago                         |
|  757  | id_625661_  | 67     | mob_a last solved a problem 931 days ago                           |
|  758  | id_499858_  | 67     | nullzine last solved a problem 902 days ago                        |
|  759  | id_213882_  | 67     | goroeuler last solved a problem 592 days ago                       |
|  760  | id_166482_  | 67     | memaizaka last solved a problem 505 days ago                       |
|  761  | id_540117_  | 67     | glass5er last solved a problem 502 days ago                        |
|  762  | id_625880_  | 67     | okamotoy last solved a problem 112 days ago                        |
|  763  | id_42702_   | 66     | taro322 last solved a problem 3627 days ago                        |
|  764  | id_156002_  | 66     | k.takechu last solved a problem 2911 days ago                      |
|  765  | id_177850_  | 66     | mimik last solved a problem 2828 days ago                          |
|  766  | id_208268_  | 66     | mocknen last solved a problem 2701 days ago                        |
|  767  | id_222929_  | 66     | shoozhoo last solved a problem 2638 days ago                       |
|  768  | id_274076_  | 66     | ultraistter last solved a problem 2463 days ago                    |
|  769  | id_281507_  | 66     | fuqinho last solved a problem 2441 days ago                        |
|  770  | id_261436_  | 66     | aldente last solved a problem 2417 days ago                        |
|  771  | id_290525_  | 66     | rkworks last solved a problem 2372 days ago                        |
|  772  | id_268168_  | 66     | te2ro last solved a problem 2324 days ago                          |
|  773  | id_261786_  | 66     | bbbruce last solved a problem 2156 days ago                        |
|  774  | id_84134_   | 66     | thinca last solved a problem 2141 days ago                         |
|  775  | id_28223_   | 66     | EmK last solved a problem 1976 days ago                            |
|  776  | id_198594_  | 66     | ishikado last solved a problem 1636 days ago                       |
|  777  | id_182971_  | 66     | ravy last solved a problem 1590 days ago                           |
|  778  | id_270970_  | 66     | makkuma last solved a problem 1550 days ago                        |
|  779  | id_354228_  | 66     | tak0kada last solved a problem 1528 days ago                       |
|  780  | id_549208_  | 66     | mintyhead last solved a problem 1409 days ago                      |
|  781  | id_220161_  | 66     | tsubu last solved a problem 1321 days ago                          |
|  782  | id_605847_  | 66     | stst last solved a problem 1211 days ago                           |
|  783  | id_458930_  | 66     | tubo28 last solved a problem 1009 days ago                         |
|  784  | id_813356_  | 66     | momo2ro last solved a problem 976 days ago                         |
|  785  | id_153788_  | 66     | nasa9084 last solved a problem 909 days ago                        |
|  786  | id_941005_  | 66     | flatty.lucas last solved a problem 723 days ago                    |
|  787  | id_566234_  | 66     | HiroN last solved a problem 533 days ago                           |
|  788  | id_284190_  | 66     | pu2x last solved a problem 339 days ago                            |
|  789  | id_997948_  | 66     | nis9036 last solved a problem 303 days ago                         |
|  790  | id_328871_  | 66     | utatti last solved a problem 164 days ago                          |
|  791  | id_54034_   | 65     | yuki_neko last solved a problem 3544 days ago                      |
|  792  | id_30713_   | 65     | tonkuma last solved a problem 3434 days ago                        |
|  793  | id_33878_   | 65     | jljs last solved a problem 3407 days ago                           |
|  794  | id_125437_  | 65     | kusano last solved a problem 3004 days ago                         |
|  795  | id_125776_  | 65     | pes last solved a problem 2998 days ago                            |
|  796  | id_173413_  | 65     | mohayonao last solved a problem 2863 days ago                      |
|  797  | id_208226_  | 65     | toocheap last solved a problem 2677 days ago                       |
|  798  | id_153018_  | 65     | newspoverty last solved a problem 2460 days ago                    |
|  799  | id_28015_   | 65     | whitebell last solved a problem 2147 days ago                      |
|  800  | id_327263_  | 65     | Lepton_s last solved a problem 1970 days ago                       |
|  801  | id_282268_  | 65     | myanya last solved a problem 1904 days ago                         |
|  802  | id_174430_  | 65     | tofu2t last solved a problem 1686 days ago                         |
|  803  | id_247521_  | 65     | KitagawaTakashi1973 last solved a problem 1675 days ago            |
|  804  | id_467603_  | 65     | iseeku last solved a problem 1405 days ago                         |
|  805  | id_391537_  | 65     | saltcandy123 last solved a problem 1386 days ago                   |
|  806  | id_713617_  | 65     | jabu0116 last solved a problem 1210 days ago                       |
|  807  | id_502048_  | 65     | alnicomag last solved a problem 1079 days ago                      |
|  808  | id_701236_  | 65     | ishikura last solved a problem 1028 days ago                       |
|  809  | id_47482_   | 65     | itoik last solved a problem 967 days ago                           |
|  810  | id_466599_  | 65     | ayachi last solved a problem 790 days ago                          |
|  811  | id_609651_  | 65     | (AngelRaposo) last solved a problem 762 days ago                   |
|  812  | id_440265_  | 65     | takazzo last solved a problem 581 days ago                         |
|  813  | id_965842_  | 65     | hnakai0909 last solved a problem 560 days ago                      |
|  814  | id_1154559_ | 65     | sasa2718 last solved a problem 405 days ago                        |
|  815  | id_1047036_ | 65     | kiriyama last solved a problem 373 days ago                        |
|  816  | id_396760_  | 65     | ysenoh last solved a problem 294 days ago                          |
|  817  | id_32993_   | 64     | erya last solved a problem 3717 days ago                           |
|  818  | id_56593_   | 64     | kikaineko last solved a problem 3407 days ago                      |
|  819  | id_128539_  | 64     | kawamoto last solved a problem 2754 days ago                       |
|  820  | id_136084_  | 64     | yibe last solved a problem 2647 days ago                           |
|  821  | id_158196_  | 64     | kodec last solved a problem 2641 days ago                          |
|  822  | id_164124_  | 64     | crycrywtr last solved a problem 2415 days ago                      |
|  823  | id_308015_  | 64     | nijiiroapple last solved a problem 2153 days ago                   |
|  824  | id_412398_  | 64     | AnadaPunch last solved a problem 2061 days ago                     |
|  825  | id_289390_  | 64     | yasuhiro last solved a problem 1840 days ago                       |
|  826  | id_630787_  | 64     | soldiergame last solved a problem 1546 days ago                    |
|  827  | id_632415_  | 64     | atiti last solved a problem 1525 days ago                          |
|  828  | id_588105_  | 64     | (Vranometria) last solved a problem 1289 days ago                  |
|  829  | id_299477_  | 64     | wrap last solved a problem 1043 days ago                           |
|  830  | id_278283_  | 64     | (jyohol01) last solved a problem 678 days ago                      |
|  831  | id_1068047_ | 64     | synnomy last solved a problem 604 days ago                         |
|  832  | id_886110_  | 64     | okometsuvu last solved a problem 381 days ago                      |
|  833  | id_593038_  | 64     | Seki last solved a problem 143 days ago                            |
|  834  | id_84930_   | 63     | yoggy last solved a problem 3390 days ago                          |
|  835  | id_93325_   | 63     | yassai last solved a problem 3330 days ago                         |
|  836  | id_28417_   | 63     | tachino last solved a problem 3230 days ago                        |
|  837  | id_201666_  | 63     | satoshi.O last solved a problem 2741 days ago                      |
|  838  | id_41629_   | 63     | kkt last solved a problem 2601 days ago                            |
|  839  | id_255058_  | 63     | MitI_7 last solved a problem 2333 days ago                         |
|  840  | id_194305_  | 63     | tozangezan last solved a problem 2294 days ago                     |
|  841  | id_541209_  | 63     | (triadsou) last solved a problem 1753 days ago                     |
|  842  | id_27062_   | 63     | tanakh last solved a problem 1698 days ago                         |
|  843  | id_67569_   | 63     | manjilab last solved a problem 1641 days ago                       |
|  844  | id_481056_  | 63     | marony last solved a problem 1586 days ago                         |
|  845  | id_369942_  | 63     | hirokazu1020 last solved a problem 1460 days ago                   |
|  846  | id_741260_  | 63     | atiqu last solved a problem 1280 days ago                          |
|  847  | id_180606_  | 63     | yanaged last solved a problem 1250 days ago                        |
|  848  | id_336653_  | 63     | udon last solved a problem 1059 days ago                           |
|  849  | id_625626_  | 63     | i.toru last solved a problem 849 days ago                          |
|  850  | id_81119_   | 63     | htz last solved a problem 809 days ago                             |
|  851  | id_445624_  | 63     | mogumogu last solved a problem 800 days ago                        |
|  852  | id_309876_  | 63     | Lin1120 last solved a problem 734 days ago                         |
|  853  | id_905265_  | 63     | (socket478i) last solved a problem 714 days ago                    |
|  854  | id_1029359_ | 63     | n15001 last solved a problem 605 days ago                          |
|  855  | id_745487_  | 63     | MogwaiLove last solved a problem 362 days ago                      |
|  856  | id_1167070_ | 63     | Harutoverve last solved a problem 359 days ago                     |
|  857  | id_173855_  | 63     | reochan last solved a problem 258 days ago                         |
|  858  | id_1102176_ | 63     | o2ka last solved a problem 94 days ago                             |
|  859  | id_50613_   | 62     | feo last solved a problem 3571 days ago                            |
|  860  | id_89205_   | 62     | kiyoshi last solved a problem 3357 days ago                        |
|  861  | id_108701_  | 62     | sainte last solved a problem 3215 days ago                         |
|  862  | id_240082_  | 62     | teto last solved a problem 2543 days ago                           |
|  863  | id_38937_   | 62     | PXF01515 last solved a problem 2538 days ago                       |
|  864  | id_192997_  | 62     | atetubou last solved a problem 2363 days ago                       |
|  865  | id_133478_  | 62     | nekomimi last solved a problem 2340 days ago                       |
|  866  | id_168753_  | 62     | z_r4 last solved a problem 2025 days ago                           |
|  867  | id_173257_  | 62     | ssirai last solved a problem 1656 days ago                         |
|  868  | id_564584_  | 62     | notani last solved a problem 1644 days ago                         |
|  869  | id_785386_  | 62     | massa last solved a problem 749 days ago                           |
|  870  | id_802196_  | 62     | Eutbhby last solved a problem 746 days ago                         |
|  871  | id_275385_  | 62     | m-kishi last solved a problem 400 days ago                         |
|  872  | id_996633_  | 62     | (ynagataorg) last solved a problem 306 days ago                    |
|  873  | id_173244_  | 62     | kibara last solved a problem 241 days ago                          |
|  874  | id_1221092_ | 62     | (tadano) last solved a problem 202 days ago                        |
|  875  | id_1242920_ | 62     | komei last solved a problem 130 days ago                           |
|  876  | id_1256451_ | 62     | paruki- last solved a problem within the past day                  |
|  877  | id_95737_   | 61     | yomichi last solved a problem 3343 days ago                        |
|  878  | id_54574_   | 61     | hamahiro last solved a problem 3191 days ago                       |
|  879  | id_151957_  | 61     | Noppi last solved a problem 2968 days ago                          |
|  880  | id_218052_  | 61     | ytaku last solved a problem 2636 days ago                          |
|  881  | id_185068_  | 61     | tdelter last solved a problem 2477 days ago                        |
|  882  | id_53536_   | 61     | tokyopuzzle last solved a problem 2395 days ago                    |
|  883  | id_383074_  | 61     | hidetakak last solved a problem 2093 days ago                      |
|  884  | id_361352_  | 61     | zugehen last solved a problem 2068 days ago                        |
|  885  | id_303826_  | 61     | umjammer last solved a problem 1982 days ago                       |
|  886  | id_480179_  | 61     | S_NAKAMURA last solved a problem 1906 days ago                     |
|  887  | id_236710_  | 61     | arumika last solved a problem 1834 days ago                        |
|  888  | id_152691_  | 61     | konsome last solved a problem 1734 days ago                        |
|  889  | id_478108_  | 61     | akky last solved a problem 1726 days ago                           |
|  890  | id_277499_  | 61     | kansyo last solved a problem 1581 days ago                         |
|  891  | id_676786_  | 61     | MasayaTojo last solved a problem 1324 days ago                     |
|  892  | id_130921_  | 61     | ria_rai last solved a problem 1249 days ago                        |
|  893  | id_758871_  | 61     | tokamoto6676 last solved a problem 1019 days ago                   |
|  894  | id_420598_  | 61     | fuse.jp last solved a problem 852 days ago                         |
|  895  | id_438360_  | 61     | ponyo877 last solved a problem 785 days ago                        |
|  896  | id_402063_  | 61     | taiyaki2gou last solved a problem 646 days ago                     |
|  897  | id_843363_  | 61     | Kraus1049 last solved a problem 619 days ago                       |
|  898  | id_215637_  | 61     | tatcho417 last solved a problem 586 days ago                       |
|  899  | id_788154_  | 61     | fascinating0 last solved a problem 395 days ago                    |
|  900  | id_972498_  | 61     | ayachigin last solved a problem 294 days ago                       |
|  901  | id_13636_   | 60     | makopin last solved a problem 4035 days ago                        |
|  902  | id_28160_   | 60     | jufukuka last solved a problem 3728 days ago                       |
|  903  | id_33172_   | 60     | T2 last solved a problem 3682 days ago                             |
|  904  | id_77934_   | 60     | yukimori last solved a problem 3441 days ago                       |
|  905  | id_96355_   | 60     | n_bear83 last solved a problem 3162 days ago                       |
|  906  | id_57054_   | 60     | cvcvcv last solved a problem 3121 days ago                         |
|  907  | id_90320_   | 60     | hiroyuki.gohara last solved a problem 3063 days ago                |
|  908  | id_33756_   | 60     | wzen last solved a problem 3007 days ago                           |
|  909  | id_190137_  | 60     | hdhsakym last solved a problem 2757 days ago                       |
|  910  | id_158530_  | 60     | obake last solved a problem 2691 days ago                          |
|  911  | id_173520_  | 60     | tonichopper last solved a problem 2679 days ago                    |
|  912  | id_167227_  | 60     | kenzy66 last solved a problem 2480 days ago                        |
|  913  | id_292227_  | 60     | farvel last solved a problem 2401 days ago                         |
|  914  | id_63774_   | 60     | yus_uke last solved a problem 2338 days ago                        |
|  915  | id_253126_  | 60     | zk_phi last solved a problem 2337 days ago                         |
|  916  | id_221962_  | 60     | anomaro last solved a problem 2303 days ago                        |
|  917  | id_312563_  | 60     | karakuri777 last solved a problem 2212 days ago                    |
|  918  | id_145857_  | 60     | snowclust last solved a problem 2123 days ago                      |
|  919  | id_403606_  | 60     | pasta last solved a problem 2060 days ago                          |
|  920  | id_197837_  | 60     | Juni last solved a problem 2026 days ago                           |
|  921  | id_92215_   | 60     | inazz last solved a problem 1860 days ago                          |
|  922  | id_495855_  | 60     | mattatz last solved a problem 1773 days ago                        |
|  923  | id_77690_   | 60     | hiro.mihara last solved a problem 1694 days ago                    |
|  924  | id_27060_   | 60     | lassie last solved a problem 1626 days ago                         |
|  925  | id_176870_  | 60     | yichikawa last solved a problem 1538 days ago                      |
|  926  | id_314430_  | 60     | bontakun last solved a problem 1426 days ago                       |
|  927  | id_676729_  | 60     | sschwalski last solved a problem 1388 days ago                     |
|  928  | id_108407_  | 60     | ninihuang last solved a problem 1299 days ago                      |
|  929  | id_270136_  | 60     | hiking last solved a problem 1201 days ago                         |
|  930  | id_780856_  | 60     | asashouryu last solved a problem 1190 days ago                     |
|  931  | id_184515_  | 60     | ar90n last solved a problem 860 days ago                           |
|  932  | id_1027805_ | 60     | mamewo last solved a problem 688 days ago                          |
|  933  | id_891754_  | 60     | kougetsuin last solved a problem 602 days ago                      |
|  934  | id_1030717_ | 60     | tashilost last solved a problem 583 days ago                       |
|  935  | id_516402_  | 60     | Matsuda_Seiko last solved a problem 578 days ago                   |
|  936  | id_455326_  | 60     | kagiri last solved a problem 564 days ago                          |
|  937  | id_804690_  | 60     | Sampei last solved a problem 535 days ago                          |
|  938  | id_789010_  | 60     | Shine16 last solved a problem 330 days ago                         |
|  939  | id_55703_   | 60     | como3 last solved a problem 41 days ago                            |
|  940  | id_12124_   | 59     | robohei last solved a problem 4060 days ago                        |
|  941  | id_92210_   | 59     | kyorecoba last solved a problem 3342 days ago                      |
|  942  | id_75289_   | 59     | uehara_delta last solved a problem 3239 days ago                   |
|  943  | id_131165_  | 59     | fkd last solved a problem 3066 days ago                            |
|  944  | id_34273_   | 59     | j.apl.j last solved a problem 2665 days ago                        |
|  945  | id_27942_   | 59     | tsuwabuki last solved a problem 2624 days ago                      |
|  946  | id_110283_  | 59     | mizba last solved a problem 2609 days ago                          |
|  947  | id_135679_  | 59     | dekosuke last solved a problem 2479 days ago                       |
|  948  | id_285833_  | 59     | tatsuya last solved a problem 2401 days ago                        |
|  949  | id_130991_  | 59     | zai last solved a problem 2384 days ago                            |
|  950  | id_163561_  | 59     | ryota last solved a problem 2283 days ago                          |
|  951  | id_322974_  | 59     | ibisyu last solved a problem 2198 days ago                         |
|  952  | id_331638_  | 59     | (tama.eguchi) last solved a problem 2193 days ago                  |
|  953  | id_28508_   | 59     | g000001 last solved a problem 2047 days ago                        |
|  954  | id_183780_  | 59     | may- last solved a problem 2011 days ago                           |
|  955  | id_425852_  | 59     | papix last solved a problem 1841 days ago                          |
|  956  | id_501757_  | 59     | smoopy last solved a problem 1801 days ago                         |
|  957  | id_576601_  | 59     | ShotaYoko last solved a problem 1675 days ago                      |
|  958  | id_521200_  | 59     | oden41 last solved a problem 1638 days ago                         |
|  959  | id_536200_  | 59     | assy last solved a problem 1627 days ago                           |
|  960  | id_390397_  | 59     | logical.soul last solved a problem 1437 days ago                   |
|  961  | id_665653_  | 59     | ichikawa last solved a problem 1385 days ago                       |
|  962  | id_683241_  | 59     | rfort last solved a problem 1370 days ago                          |
|  963  | id_639566_  | 59     | (shibacho) last solved a problem 1185 days ago                     |
|  964  | id_674666_  | 59     | morimoto last solved a problem 1094 days ago                       |
|  965  | id_436978_  | 59     | yuyak last solved a problem 971 days ago                           |
|  966  | id_938438_  | 59     | filriya last solved a problem 814 days ago                         |
|  967  | id_208204_  | 59     | fuzuki last solved a problem 791 days ago                          |
|  968  | id_985682_  | 59     | hephoz last solved a problem 739 days ago                          |
|  969  | id_1099409_ | 59     | parasporospa2 last solved a problem 542 days ago                   |
|  970  | id_256696_  | 59     | zchama last solved a problem 317 days ago                          |
|  971  | id_1285968_ | 59     | ittanmoment last solved a problem 96 days ago                      |
|  972  | id_865146_  | 59     | future731 last solved a problem 94 days ago                        |
|  973  | id_930291_  | 59     | azakaz last solved a problem 7 days ago                            |
|  974  | id_29199_   | 58     | kaze_tanuki last solved a problem 3273 days ago                    |
|  975  | id_199725_  | 58     | hueyama last solved a problem 2728 days ago                        |
|  976  | id_215757_  | 58     | kj last solved a problem 2670 days ago                             |
|  977  | id_160188_  | 58     | blu_ray last solved a problem 2440 days ago                        |
|  978  | id_258932_  | 58     | naoki last solved a problem 2420 days ago                          |
|  979  | id_220324_  | 58     | caffein last solved a problem 2420 days ago                        |
|  980  | id_160371_  | 58     | zakiyama last solved a problem 2419 days ago                       |
|  981  | id_226367_  | 58     | Tsukemen last solved a problem 2403 days ago                       |
|  982  | id_209145_  | 58     | woodbook last solved a problem 2337 days ago                       |
|  983  | id_202599_  | 58     | nisshiee last solved a problem 2091 days ago                       |
|  984  | id_434229_  | 58     | yusuketsuiki last solved a problem 2005 days ago                   |
|  985  | id_377881_  | 58     | (43iscoding) last solved a problem 1989 days ago                   |
|  986  | id_279264_  | 58     | acevif last solved a problem 1834 days ago                         |
|  987  | id_62272_   | 58     | masaru last solved a problem 1833 days ago                         |
|  988  | id_571555_  | 58     | Moeminorin last solved a problem 1621 days ago                     |
|  989  | id_631713_  | 58     | hiromichi-s last solved a problem 1544 days ago                    |
|  990  | id_441654_  | 58     | Ymysr last solved a problem 1382 days ago                          |
|  991  | id_670003_  | 58     | kuuso1 last solved a problem 1325 days ago                         |
|  992  | id_400925_  | 58     | anz24 last solved a problem 1177 days ago                          |
|  993  | id_67033_   | 58     | keisukefukuda last solved a problem 1175 days ago                  |
|  994  | id_161662_  | 58     | cambium last solved a problem 976 days ago                         |
|  995  | id_919313_  | 58     | y20PgaMGod1CX4UT last solved a problem 860 days ago                |
|  996  | id_739853_  | 58     | kumasan.com last solved a problem 804 days ago                     |
|  997  | id_1029357_ | 58     | n16012 last solved a problem 576 days ago                          |
|  998  | id_1039352_ | 58     | java-beginner last solved a problem 522 days ago                   |
|  999  | id_648483_  | 58     | furimako last solved a problem 510 days ago                        |
|  1000 | id_1092909_ | 58     | narita_old last solved a problem 476 days ago                      |
|-------+-------------+--------+--------------------------------------------------------------------|
