rank,name,solved,recent
1=,willhsmit,600+,4
1=,dev_random,600+,165
1=,radeye,600+,11
1=,Stache,600+,11
1=,al13n,600+,3
1=,(MarcusAndrews),600+,3
1=,beta_projects,600+,14
1=,cmk,600+,11
1=,unime,600+,11
10,ving,595,7
11,binonunquineist,571,290
12,SlavaKabanovich,570,11
13,akdheirl,568,290
14,mathseal,558,70
15,ubiquitousgrape,544,1
16,DerekLedbetter,540,11
17,(sivakd),522,3
18,pyrolykos,521,35
19,aruff,513,156
20,(kingvash),503,2
21,Eigenray,493,354
22,devjoe,489,11
23,phsr,486,162
24,pwensing,480,211
25,ecnerwala,480,10
26,antwerpn,471,382
27,rprestezog,459,569
28,amcalde,457,3
29,mathguy314,456,1128
30,silver83p,451,17
31,doctornick5,449,197
32,Murphy,447,85
33,(jpaulson),446,37
34,(DjinnKahn),442,1601
35,neverforget,442,893
36,Robert_OConnor,438,11
37,supdude1,437,1556
38,thundre,433,1404
39,16777216,427,3
40,moovybuf,422,0
41,pismobiker,420,14
42,mckennar,417,361
43,(PeterW),413,403
44,mrauen,412,228
45,donhatch,410,323
46,oldpatzer,408,173
47,tcarr,402,4
48,bdolson,401,2
49,modem,399,11
50,nirenjan,397,1984
51,(Rapptz),397,688
52,universalset,396,0
53,candells,390,89
54,Anton_Chigurh,389,6
55,(ChamZord),384,2162
56,stevefr01,382,2
57,shazzam,379,1557
58,dgiaimo,379,98
59,(davin),376,1175
60,jboeing,373,688
61,navghtivs,372,129
62,(jake223),372,2
63,grantcarlson,368,126
64,Ben.Smallpox,367,1234
65,(kelvinator),367,79
66,mark,367,55
67,s.c.koehler,365,9
68,Anyun,362,2157
69,(robot-dreams),362,2
70,lackritz,359,22
71,CreativeUsername,358,339
72,diffeqkid,357,829
73,(fahrbach),357,11
74,DanRoss53,356,518
75,jarsyl,356,436
76,cdoumar,355,1988
77,eporter,355,1898
78,Zach-Lurf,355,36
79,Ryals,355,27
80,(heteroing),355,1
81,jarip,352,1
82,JohnMorris,349,78
83,adasgu,348,1906
84,(dgokman),345,7
85,4rm4g3dd0n,344,2178
86,rammek,344,43
87,whileTrue,342,1352
88,Googly,342,1292
89,thorfax,342,429
90,Lewin,341,398
91,henru_wang,334,94
92,bunderscore,334,92
93,mdm,333,30
94,lewanj,332,2638
95,MonkeyTheCode,332,1674
96,(kavigupta),332,0
