|-------+------------------+--------+---------|
|  rank | name             | solved | recent  |
|  479  | zero.chs         | 93     | 993     |
|  87   | alephalpha       | 212    | 998     |
|  257  | (tmxk)           | 132    | 1001    |
|  585  | wyjail           | 82     | 1027    |
|  465  | liuyubobobo      | 96     | 1036    |
|  280  | minqiang         | 127    | 1044    |
|  561  | leaveye          | 84     | 1047    |
|  430  | (ivoryxiong)     | 101    | 1048    |
|  198  | Legendking       | 153    | 1055    |
|  338  | yellowriver      | 114    | 1055    |
|  243  | dinghysora       | 137    | 1057    |
|  191  | yudx             | 154    | 1060    |
|  254  | danei            | 133    | 1062    |
|  551  | lsc930625        | 85     | 1081    |
|  213  | xiaoyi           | 149    | 1088    |
|  550  | yizha            | 85     | 1089    |
|  262  | leeduhem         | 131    | 1091    |
|  279  | huntxu           | 127    | 1091    |
|  506  | Xihuan01         | 89     | 1092    |
|  560  | mlnwc            | 84     | 1097    |
|  559  | zuopeng          | 84     | 1099    |
|  419  | Tain             | 102    | 1101    |
|  235  | GideonWhu        | 140    | 1107    |
|  349  | (707481877)      | 112    | 1110    |
|  83   | jasonzd          | 214    | 1116    |
|  326  | taorunz          | 117    | 1125    |
|  498  | broots           | 90     | 1129    |
|  379  | AcrossTheSky     | 107    | 1134    |
|  490  | Erjin_Zhou       | 91     | 1137    |
|  105  | llq17501         | 204    | 1141    |
|  203  | (milkyways)      | 152    | 1143    |
|  471  | Sacry            | 95     | 1148    |
|  190  | litaoye          | 154    | 1150    |
|  449  | yuniscomputing   | 100    | 1152    |
|  455  | gameboy1024      | 99     | 1169    |
|  343  | SilverBullet     | 113    | 1171    |
|  483  | bigsh1p          | 92     | 1171    |
|  219  | yushengjsman     | 145    | 1179    |
|  177  | zmwang           | 158    | 1180    |
|  373  | hulucc           | 108    | 1190    |
|  290  | forresty         | 125    | 1192    |
|  145  | haiwangcat       | 172    | 1198    |
|  111  | wanbo            | 201    | 1201    |
|  549  | duanyann         | 85     | 1202    |
|  584  | deepseawhale     | 82     | 1203    |
|  159  | tif              | 165    | 1204    |
|  51   | l2y3n2           | 270    | 1206    |
|  470  | _Ke              | 95     | 1207    |
|  44   | scturtle         | 301    | 1211    |
|  178  | qshadun          | 157    | 1217    |
|  348  | akarin           | 112    | 1219    |
|  429  | yun_sun          | 101    | 1221    |
|  505  | dwh              | 89     | 1230    |
|  462  | Javran           | 97     | 1241    |
|  239  | (friarchen)      | 138    | 1252    |
|  571  | hongtengyin      | 83     | 1253    |
|  238  | skyivair         | 138    | 1257    |
|  497  | (yangyuxuan)     | 90     | 1258    |
|  583  | (zariskij)       | 82     | 1268    |
|  412  | onceloved        | 103    | 1276    |
|  448  | equation314      | 100    | 1297    |
|  28   | (Slipper)        | 353    | 1306    |
|  108  | staynight        | 202    | 1309    |
|  234  | codelibrary      | 140    | 1309    |
|  515  | iambic           | 88     | 1330    |
|  242  | (flyraibow)      | 137    | 1333    |
|  428  | stoundmire       | 101    | 1333    |
|  496  | tiger2fish       | 90     | 1337    |
|  418  | iLang            | 102    | 1346    |
|  417  | oinil            | 102    | 1353    |
|  366  | belanov          | 109    | 1357    |
|  42   | xtlisk           | 302    | 1360    |
|  392  | gcd0318          | 105    | 1368    |
|  224  | iljyya           | 143    | 1374    |
|  40   | asmn             | 305    | 1374    |
|  600  | klusting         | 81     | 1382    |
|  57   | superdesert      | 257    | 1383    |
|  599  | fangx13          | 81     | 1392    |
|  598  | cby12            | 81     | 1393    |
|  172  | sweetJ           | 159    | 1400    |
|  278  | judaplus         | 127    | 1400    |
|  570  | (shibingyu)      | 83     | 1400    |
|  300  | riku_in_japan    | 122    | 1401    |
|  233  | yanhan13         | 140    | 1402    |
|  476  | jmouse           | 94     | 1412    |
|  241  | gnocuil          | 137    | 1420    |
|  342  | cylixstar        | 113    | 1421    |
|  405  | (wzw)            | 104    | 1425    |
|  514  | saintqdd         | 88     | 1426    |
|  372  | meridional       | 108    | 1490    |
|  460  | (jilinxie)       | 98     | 1496    |
|  478  | (hahahanibal)    | 93     | 1500    |
|  495  | CandyZ           | 90     | 1507    |
|  232  | Gedicht          | 140    | 1513    |
|  337  | mitcc            | 114    | 1541    |
|  526  | kw120943839      | 87     | 1550    |
|  304  | Chongkai         | 121    | 1551    |
|  582  | kirklovy         | 82     | 1553    |
|  347  | huangkan         | 112    | 1563    |
|  581  | bladeralien      | 82     | 1568    |
|  66   | greedp           | 242    | 1568    |
|  236  | xxfen            | 139    | 1569    |
|  333  | bistole          | 115    | 1569    |
|  525  | jjwt             | 87     | 1575    |
|  361  | (longwosion)     | 110    | 1586    |
|  540  | icedream91       | 86     | 1588    |
|  404  | Erutan           | 104    | 1605    |
|  212  | (li.stayhere)    | 149    | 1607    |
|  365  | allensong95      | 109    | 1607    |
|  86   | lllllllllllll    | 213    | 1613    |
|  118  | rujialiu         | 191    | 1617    |
|  96   | xbtianlang       | 208    | 1623    |
|  475  | pavelkang        | 94     | 1634    |
|  245  | ACMonster        | 136    | 1639    |
|  569  | koonom           | 83     | 1639    |
|  341  | easymath3        | 113    | 1653    |
|  312  | monad            | 120    | 1654    |
|  355  | (ralphjessie)    | 111    | 1663    |
|  403  | tanghuanan       | 104    | 1665    |
|  289  | fuwutu           | 125    | 1668    |
|  391  | guangge77        | 105    | 1695    |
|  427  | alpc62           | 101    | 1703    |
|  95   | llhuii           | 208    | 1710    |
|  332  | mayka.i.truba    | 115    | 1713    |
|  221  | alphaxiang       | 144    | 1714    |
|  294  | (liuq901)        | 124    | 1724    |
|  17   | dhu_try          | 420    | 1728    |
|  558  | laotse           | 84     | 1728    |
|  597  | aaronx           | 81     | 1729    |
|  277  | manandsea        | 127    | 1758    |
|  136  | wawnx            | 176    | 1762    |
|  162  | (Bella)          | 163    | 1762    |
|  231  | (daniel.you)     | 140    | 1763    |
|  250  | bovinova         | 134    | 1764    |
|  276  | justinxu         | 127    | 1765    |
|  426  | yanlingevol      | 101    | 1767    |
|  141  | __starrify__     | 174    | 1775    |
|  454  | ljhku            | 99     | 1780    |
|  568  | cheuk-fung       | 83     | 1780    |
|  447  | Fandi            | 100    | 1794    |
|  303  | Ro.C.yR          | 121    | 1804    |
|  402  | citaret          | 104    | 1816    |
|  208  | hkkhhk           | 151    | 1825    |
|  100  | physhark         | 206    | 1828    |
|  138  | DarknessGuideMe  | 175    | 1831    |
|  318  | dsyin            | 119    | 1833    |
|  189  | dreamsky         | 154    | 1840    |
|  45   | HKX              | 300    | 1842    |
|  227  | txyyss           | 142    | 1847    |
|  267  | zxx714           | 130    | 1847    |
|  144  | (whatasha)       | 172    | 1850    |
|  524  | sgm0002003       | 87     | 1858    |
|  360  | cnbuff410        | 110    | 1859    |
|  494  | giantchen        | 90     | 1864    |
|  125  | kaifeng          | 184    | 1870    |
|  461  | jiufengzi        | 97     | 1871    |
|  354  | nickcen          | 111    | 1873    |
|  378  | huzza            | 107    | 1874    |
|  153  | chrisliu         | 169    | 1876    |
|  446  | Hooloong         | 100    | 1877    |
|  207  | aceeca1          | 151    | 1879    |
|  293  | guoheng          | 124    | 1890    |
|  215  | (critical27)     | 147    | 1892    |
|  489  | xuyanfeng        | 91     | 1893    |
|  557  | ruibz            | 84     | 1893    |
|  147  | skydark          | 171    | 1895    |
|  596  | ishallfly        | 81     | 1895    |
|  416  | mr_delphi        | 102    | 1911    |
|  168  | cleaner_leon     | 160    | 1912    |
|  504  | WJMZBMR          | 89     | 1912    |
