|-------+-------------------------+--------+---------|
|  rank | name                    | solved | recent  |
|  458  | iljimae                 | 45     | 23      |
|  459  | kimyj63                 | 44     | 2934    |
|  460  | changwoo                | 44     | 2081    |
|  461  | linkoffate              | 44     | 1973    |
|  462  | taej0127                | 44     | 885     |
|  463  | (simon61)               | 44     | 834     |
|  464  | dyh7557                 | 44     | 643     |
|  465  | whdnddh                 | 44     | 591     |
|  466  | nas90120                | 44     | 418     |
|  467  | kimdaye                 | 44     | 301     |
|  468  | zcxcasd                 | 43     | 2271    |
|  469  | sru                     | 43     | 1397    |
|  470  | polaris340              | 43     | 685     |
|  471  | hum369                  | 43     | 59      |
|  472  | namejames91             | 42     | 2577    |
|  473  | salqueng                | 42     | 1419    |
|  474  | prime73                 | 42     | 1099    |
|  475  | jaeankr                 | 42     | 508     |
|  476  | hjlee                   | 42     | 399     |
|  477  | jnzs                    | 41     | 3313    |
|  478  | yongyeol                | 41     | 3100    |
|  479  | zplanet                 | 41     | 2913    |
|  480  | Violet716               | 41     | 2664    |
|  481  | jmpabu                  | 41     | 2539    |
|  482  | karekano777             | 41     | 2385    |
|  483  | sooshia                 | 41     | 861     |
|  484  | moonbk81                | 41     | 753     |
|  485  | koosaga                 | 41     | 631     |
|  486  | ydh0110                 | 41     | 329     |
|  487  | (hwane918)              | 40     | 1738    |
|  488  | evil872                 | 40     | 1681    |
|  489  | (gs13105)               | 40     | 1540    |
|  490  | allurecat               | 40     | 1491    |
|  491  | spikewj                 | 40     | 976     |
|  492  | fourwingsy              | 40     | 939     |
|  493  | narsis_07               | 40     | 148     |
|  494  | Rica                    | 39     | 3859    |
|  495  | jinho                   | 39     | 3253    |
|  496  | zolac                   | 39     | 3049    |
|  497  | Sky77                   | 39     | 2433    |
|  498  | bluekyu                 | 39     | 1912    |
|  499  | kangbosun               | 39     | 1590    |
|  500  | (biscuit_03)            | 39     | 1068    |
|  501  | aha00a                  | 39     | 511     |
|  502  | (aj.haru.kim)           | 39     | 289     |
|  503  | moon020416              | 39     | 101     |
|  504  | (ludi685)               | 39     | 92      |
|  505  | icomkid                 | 38     | 2922    |
|  506  | ihl7029                 | 38     | 2817    |
|  507  | lymose                  | 38     | 2752    |
|  508  | bdh92123                | 38     | 2654    |
|  509  | anlogo                  | 38     | 2633    |
|  510  | jscsmk                  | 38     | 2433    |
|  511  | juno1990ahn             | 38     | 2173    |
|  512  | taeminhong              | 38     | 1505    |
|  513  | (seungheeye)            | 38     | 1024    |
|  514  | yeon                    | 38     | 979     |
|  515  | jongyoonl               | 38     | 119     |
|  516  | wisang                  | 37     | 2368    |
|  517  | synthdnb                | 37     | 1588    |
|  518  | hokma                   | 37     | 908     |
|  519  | ygy7084                 | 37     | 795     |
|  520  | coozplz                 | 37     | 752     |
|  521  | yskim                   | 36     | 3340    |
|  522  | jandee1115              | 36     | 3295    |
|  523  | mondo                   | 36     | 2918    |
|  524  | driverB                 | 36     | 2459    |
|  525  | baesah                  | 36     | 2345    |
|  526  | Alslayer                | 36     | 1972    |
|  527  | karvens                 | 36     | 1940    |
|  528  | dpddaniel95             | 36     | 1811    |
|  529  | zetice                  | 36     | 1750    |
|  530  | Minji                   | 36     | 1657    |
|  531  | xbfld                   | 36     | 1597    |
|  532  | comemail                | 36     | 1542    |
|  533  | ahnhyungseo             | 36     | 1495    |
|  534  | dayrainbow94            | 36     | 1402    |
|  535  | AMUMU                   | 36     | 706     |
|  536  | hyeongyu                | 36     | 516     |
|  537  | ent25d27                | 36     | 205     |
|  538  | umkek                   | 35     | 3662    |
|  539  | jskim                   | 35     | 3240    |
|  540  | keating                 | 35     | 3032    |
|  541  | BaeJin                  | 35     | 1997    |
|  542  | my1989                  | 35     | 1994    |
|  543  | ohyecloudy              | 35     | 1855    |
|  544  | Kivoloid                | 35     | 1703    |
|  545  | kevin0960               | 35     | 1617    |
|  546  | Backspe                 | 35     | 1490    |
|  547  | lucendo                 | 35     | 1263    |
|  548  | bkangel                 | 35     | 1259    |
|  549  | c0untd0wn               | 35     | 1088    |
|  550  | mani3769                | 35     | 493     |
|  551  | gaten                   | 35     | 364     |
|  552  | crymini                 | 35     | 345     |
|  553  | yongwoon                | 34     | 3045    |
|  554  | ishtori                 | 34     | 2013    |
|  555  | liquorice_              | 34     | 1845    |
|  556  | (jikim99)               | 34     | 1807    |
|  557  | nacyot                  | 34     | 1650    |
|  558  | (antest_1)              | 34     | 1593    |
|  559  | kernel0                 | 34     | 1368    |
|  560  | (jyh1124)               | 34     | 1126    |
|  561  | ksyou496usa             | 34     | 839     |
|  562  | scmaro                  | 34     | 797     |
|  563  | jongwoo315              | 34     | 358     |
|  564  | pmon2648                | 34     | 211     |
|  565  | nablon                  | 34     | 7       |
|  566  | normit                  | 33     | 3432    |
|  567  | ezid                    | 33     | 3130    |
|  568  | YuhoChu                 | 33     | 3020    |
|  569  | Informatica_Ns          | 33     | 2595    |
|  570  | blueless0804            | 33     | 2519    |
