|-------+-------------------------+--------+---------|
|  rank | name                    | solved | recent  |
|  632  | greengaguri             | 30     | 232     |
|  633  | SilverCube              | 30     | 166     |
|  634  | mortarkombat            | 30     | 21      |
|  635  | hellodj                 | 29     | 3402    |
|  636  | ayanami9306             | 29     | 3053    |
|  637  | realnemesis             | 29     | 2673    |
|  638  | kimchiman               | 29     | 2426    |
|  639  | yongsung.kang           | 29     | 2380    |
|  640  | (Pjw1999)               | 29     | 2294    |
|  641  | kjwkjw                  | 29     | 451     |
|  642  | (AladeenIII)            | 29     | 50      |
|  643  | adex1248                | 29     | 50      |
|  644  | kwangrim.ahn            | 29     | 7       |
|  645  | jsryu21                 | 28     | 3232    |
|  646  | bjseo1986               | 28     | 3069    |
|  647  | mykenoein               | 28     | 2187    |
|  648  | kylejung                | 28     | 2078    |
|  649  | yjroot                  | 28     | 2077    |
|  650  | e9t                     | 28     | 1979    |
|  651  | (powereyes)             | 28     | 1838    |
|  652  | gs13073                 | 28     | 1709    |
|  653  | (xenon054)              | 28     | 1615    |
|  654  | gmltjd0911              | 28     | 1589    |
|  655  | hics33                  | 28     | 887     |
|  656  | yongduek                | 28     | 864     |
|  657  | akachun                 | 28     | 559     |
|  658  | kurishin                | 28     | 176     |
|  659  | starwatcherkiwi         | 28     | 131     |
|  660  | voidreamy               | 27     | 3458    |
|  661  | anyzen                  | 27     | 2922    |
|  662  | Nerevar                 | 27     | 2904    |
|  663  | kiho                    | 27     | 2785    |
|  664  | kall                    | 27     | 2495    |
|  665  | jechira                 | 27     | 2451    |
|  666  | serishan                | 27     | 1855    |
|  667  | mathicalee              | 27     | 1651    |
|  668  | bongya                  | 27     | 1508    |
|  669  | itugs                   | 27     | 1021    |
|  670  | ohj6452                 | 27     | 702     |
|  671  | -_-a                    | 27     | 648     |
|  672  | wnwo9037                | 27     | 571     |
|  673  | sonsidal                | 27     | 375     |
|  674  | beomjin.lee             | 27     | 323     |
|  675  | lovewiz                 | 26     | 3579    |
|  676  | har                     | 26     | 3408    |
|  677  | yhkim                   | 26     | 3306    |
|  678  | eunjung                 | 26     | 3203    |
|  679  | cancho                  | 26     | 2672    |
|  680  | (Jy Bae)                | 26     | 2382    |
|  681  | NeverWash               | 26     | 2256    |
|  682  | juneaftn                | 26     | 2131    |
|  683  | swook                   | 26     | 1997    |
|  684  | rEgonicS                | 26     | 1961    |
|  685  | pslave1                 | 26     | 1170    |
|  686  | elijah6                 | 26     | 1167    |
|  687  | Gubug                   | 26     | 1112    |
|  688  | Salmonjoon              | 26     | 1092    |
|  689  | zoshs7                  | 26     | 1090    |
|  690  | geekjun                 | 26     | 1084    |
|  691  | ysj9867                 | 26     | 958     |
|  692  | rjuny1996               | 26     | 918     |
|  693  | kunsu                   | 26     | 917     |
|  694  | dikenande               | 26     | 850     |
|  695  | ingyu1008               | 26     | 559     |
|  696  | jaywalnut310            | 26     | 354     |
|  697  | y3pbg                   | 26     | 328     |
|  698  | co7799                  | 26     | 314     |
|  699  | kurukaka                | 26     | 296     |
|  700  | nmsheeboy007            | 26     | 172     |
|  701  | myshlee417              | 26     | 152     |
|  702  | deukmo                  | 25     | 3908    |
|  703  | shinddo                 | 25     | 3636    |
|  704  | three023                | 25     | 3629    |
|  705  | teenage-life            | 25     | 3468    |
|  706  | melongi2                | 25     | 3109    |
|  707  | aberaber11              | 25     | 2902    |
|  708  | S.K.Lee                 | 25     | 2740    |
|  709  | Informatica_phraust1612 | 25     | 2557    |
|  710  | woontae                 | 25     | 2523    |
|  711  | msnletsgo               | 25     | 2306    |
|  712  | yoojh12                 | 25     | 2193    |
|  713  | (TaekminKim)            | 25     | 1958    |
|  714  | jcseo1028               | 25     | 1885    |
|  715  | raspuna                 | 25     | 1704    |
|  716  | w2ok78                  | 25     | 1214    |
|  717  | SGIL                    | 25     | 1211    |
|  718  | amudoan                 | 25     | 929     |
|  719  | (w200kr)                | 25     | 903     |
|  720  | ysjee95                 | 25     | 539     |
|  721  | algo_rithm              | 25     | 463     |
|  722  | hoonho97                | 25     | 409     |
|  723  | masya                   | 25     | 381     |
|  724  | dyxogus                 | 25     | 213     |
|  725  | windows                 | 25     | 165     |
|  726  | baru                    | 25     | 106     |
|  727  | wipkis                  | 25     | 102     |
|  728  | (a41798175)             | 25     | 68      |
|  729  | rubymix                 | 25     | 10      |
|-------+-------------------------+--------+---------|
