|-------+-------------------------+--------+---------|
|  rank | name                    | solved | recent  |
|  531  | xbfld                   | 36     | 1597    |
|  315  | bst1206                 | 60     | 1598    |
|  625  | (azyu)                  | 30     | 1600    |
|  152  | wonyoung                | 87     | 1604    |
|  278  | yxp30                   | 65     | 1605    |
|  389  | eva0071                 | 51     | 1605    |
|  577  | (leemyungheon)          | 33     | 1605    |
|  200  | solmonk                 | 75     | 1606    |
|  653  | (xenon054)              | 28     | 1615    |
|  545  | kevin0960               | 35     | 1617    |
|  264  | ibato                   | 67     | 1621    |
|  344  | (rynn5419)              | 56     | 1623    |
|  70   | yadi0119                | 132    | 1632    |
|  272  | StarNK                  | 66     | 1638    |
|  557  | nacyot                  | 34     | 1650    |
|  163  | sjnam                   | 84     | 1651    |
|  301  | (kismp123)              | 62     | 1651    |
|  667  | mathicalee              | 27     | 1651    |
|  530  | Minji                   | 36     | 1657    |
|  624  | bloodt                  | 30     | 1658    |
|  223  | shwlinux                | 71     | 1659    |
|  368  | yunskim                 | 53     | 1677    |
|  388  | (spyrogira256)          | 51     | 1680    |
|  488  | evil872                 | 40     | 1681    |
|  20   | communia                | 210    | 1686    |
|  188  | sukjoony                | 77     | 1687    |
|  544  | Kivoloid                | 35     | 1703    |
|  715  | raspuna                 | 25     | 1704    |
|  623  | sjyoon                  | 30     | 1706    |
|  652  | gs13073                 | 28     | 1709    |
|  162  | wonsik                  | 84     | 1711    |
|  238  | steloflute              | 69     | 1719    |
|  11   | thkang                  | 243    | 1735    |
|  487  | (hwane918)              | 40     | 1738    |
|  237  | pomtech                 | 69     | 1746    |
|  454  | geehoon                 | 45     | 1750    |
|  529  | zetice                  | 36     | 1750    |
|  263  | (soharu1024)            | 67     | 1752    |
|  325  | MagicalOrb              | 59     | 1754    |
|  387  | sven_                   | 51     | 1759    |
|  334  | siscos                  | 57     | 1760    |
|  284  | Eclipse412              | 64     | 1771    |
|  603  | (sywon)                 | 31     | 1771    |
|  175  | EffectiveService        | 81     | 1779    |
|  453  | ermaker                 | 45     | 1780    |
|  83   | frigen                  | 125    | 1781    |
|  291  | sukwoo49                | 63     | 1788    |
|  622  | cat1729                 | 30     | 1790    |
|  439  | sorry                   | 46     | 1791    |
|  602  | The.King.of.Korea       | 31     | 1791    |
|  262  | ideale                  | 67     | 1796    |
|  576  | tugisuwon               | 33     | 1797    |
|  333  | jhyun95                 | 57     | 1802    |
|  575  | (nonfrench)             | 33     | 1806    |
|  367  | ruunak                  | 53     | 1807    |
|  556  | (jikim99)               | 34     | 1807    |
|  528  | dpddaniel95             | 36     | 1811    |
|  350  | indrazit                | 55     | 1816    |
|  452  | (dino1251)              | 45     | 1818    |
|  585  | mstone81                | 32     | 1820    |
|  213  | trif                    | 72     | 1825    |
|  324  | brp-matlab              | 59     | 1825    |
|  584  | (dongwon412)            | 32     | 1828    |
|  406  | Leftium                 | 50     | 1832    |
|  248  | byturn                  | 68     | 1834    |
|  187  | (sungjinlee)            | 77     | 1835    |
|  651  | (powereyes)             | 28     | 1838    |
|  438  | csk1103                 | 46     | 1839    |
|  170  | dhkim16                 | 82     | 1841    |
|  555  | liquorice_              | 34     | 1845    |
|  174  | milkskin                | 81     | 1847    |
|  42   | p.istrati               | 176    | 1848    |
|  386  | boldragon               | 51     | 1855    |
|  543  | ohyecloudy              | 35     | 1855    |
|  666  | serishan                | 27     | 1855    |
|  236  | mnbv                    | 69     | 1878    |
|  433  | Legendre                | 47     | 1878    |
|  714  | jcseo1028               | 25     | 1885    |
|  405  | seunghyun               | 50     | 1898    |
|  39   | (wooyekim)              | 178    | 1904    |
|  498  | bluekyu                 | 39     | 1912    |
|  247  | uzhao                   | 68     | 1913    |
|  404  | nhw119                  | 50     | 1914    |
|  176  | woongy                  | 80     | 1931    |
|  210  | dkim90                  | 73     | 1939    |
|  527  | karvens                 | 36     | 1940    |
|  63   | veblush                 | 141    | 1947    |
|  142  | epjs0126                | 90     | 1957    |
|  713  | (TaekminKim)            | 25     | 1958    |
|  684  | rEgonicS                | 26     | 1961    |
|  526  | Alslayer                | 36     | 1972    |
|  461  | linkoffate              | 44     | 1973    |
|  650  | e9t                     | 28     | 1979    |
|  138  | desti                   | 93     | 1981    |
|  542  | my1989                  | 35     | 1994    |
|  199  | littlechun4             | 75     | 1995    |
|  574  | aproxacs                | 33     | 1995    |
|  403  | (ff0610)                | 50     | 1997    |
|  541  | BaeJin                  | 35     | 1997    |
|  683  | swook                   | 26     | 1997    |
|  198  | bingoo                  | 75     | 2004    |
|  110  | cdg720                  | 106    | 2005    |
|  271  | (lemonkr)               | 66     | 2009    |
|  343  | m.Shin                  | 56     | 2009    |
|  197  | songsungkyun            | 75     | 2010    |
|  261  | gnitemouse              | 67     | 2013    |
|  554  | ishtori                 | 34     | 2013    |
|  270  | combacsa                | 66     | 2014    |
|  290  | krieiter                | 63     | 2016    |
|  141  | struessel               | 90     | 2034    |
|  300  | comkiwer                | 62     | 2034    |
|  366  | yielding                | 53     | 2040    |
|  90   | (chiwook)               | 118    | 2041    |
|  99   | yangbak                 | 111    | 2052    |
|  385  | singleheart             | 51     | 2054    |
|  222  | perryrage               | 71     | 2061    |
|  94   | EnDorphin               | 116    | 2063    |
|  424  | codevania               | 48     | 2064    |
|  583  | (PuReumKang)            | 32     | 2068    |
|  601  | (F.B)                   | 31     | 2068    |
|  127  | (ensual)                | 98     | 2071    |
|  120  | libe                    | 101    | 2074    |
|  649  | yjroot                  | 28     | 2077    |
|  648  | kylejung                | 28     | 2078    |
|  402  | isAir                   | 50     | 2079    |
|  460  | changwoo                | 44     | 2081    |
|  600  | (pdcafe1)               | 31     | 2092    |
|  419  | keysu                   | 49     | 2097    |
|  269  | flaugh                  | 66     | 2118    |
|  92   | sutekine                | 117    | 2130    |
|  682  | juneaftn                | 26     | 2131    |
|  573  | (boohyunkim)            | 33     | 2157    |
|  235  | sonsworld               | 69     | 2166    |
|  511  | juno1990ahn             | 38     | 2173    |
|  647  | mykenoein               | 28     | 2187    |
|  260  | blue9057                | 67     | 2192    |
|  712  | yoojh12                 | 25     | 2193    |
|  79   | gsm291                  | 128    | 2201    |
|  146  | laputan                 | 88     | 2219    |
|  126  | ewmkkpe                 | 98     | 2224    |
|  451  | k09wang                 | 45     | 2225    |
|  109  | xenosoz                 | 106    | 2229    |
|  145  | techshare               | 88     | 2232    |
|  342  | asimov79                | 56     | 2232    |
|  681  | NeverWash               | 26     | 2256    |
|  89   | (kth3321)               | 121    | 2266    |
|  418  | (syyim)                 | 49     | 2270    |
|  468  | zcxcasd                 | 43     | 2271    |
|  184  | doodoori2               | 78     | 2284    |
|  450  | bakaas                  | 45     | 2284    |
|  78   | hoo                     | 128    | 2284    |
|  599  | wnsdh14                 | 31     | 2292    |
|  640  | (Pjw1999)               | 29     | 2294    |
|  598  | rinara_yu               | 31     | 2305    |
|  711  | msnletsgo               | 25     | 2306    |
|  299  | calvados                | 62     | 2310    |
|  597  | lemma                   | 31     | 2319    |
|  186  | seongjaelee             | 77     | 2320    |
|  181  | souldreamer             | 79     | 2321    |
|  423  | inkyu                   | 48     | 2327    |
|  196  | nateburchell            | 75     | 2333    |
|  22   | Iris_harp               | 208    | 2335    |
|  417  | A.I                     | 49     | 2335    |
|  365  | Mastojun                | 53     | 2342    |
|  525  | baesah                  | 36     | 2345    |
|  621  | litzrsh                 | 30     | 2351    |
|  364  | seoleda                 | 53     | 2354    |
|  572  | snowall                 | 33     | 2358    |
|  516  | wisang                  | 37     | 2368    |
|  582  | (lastcig)               | 32     | 2371    |
|  596  | IOKLO                   | 31     | 2379    |
|  639  | yongsung.kang           | 29     | 2380    |
|  680  | (Jy Bae)                | 26     | 2382    |
|  341  | akmakk                  | 56     | 2383    |
|  482  | karekano777             | 41     | 2385    |
|  328  | Holics                  | 58     | 2387    |
|  449  | btakeya                 | 45     | 2387    |
|  340  | zidarn                  | 56     | 2389    |
|  87   | lifthrasiir             | 122    | 2416    |
|  259  | (posithinks)            | 67     | 2420    |
|  136  | rai                     | 94     | 2423    |
|  448  | phg                     | 45     | 2424    |
|  638  | kimchiman               | 29     | 2426    |
|  358  | Clatue                  | 54     | 2428    |
|  277  | gs10107                 | 65     | 2432    |
|  497  | Sky77                   | 39     | 2433    |
|  510  | jscsmk                  | 38     | 2433    |
|  581  | Angel1004               | 32     | 2446    |
|  151  | junwhan                 | 87     | 2447    |
|  665  | jechira                 | 27     | 2451    |
|  123  | nullstein               | 100    | 2457    |
|  524  | driverB                 | 36     | 2459    |
|  571  | bwh620                  | 33     | 2466    |
|  180  | inzilion                | 79     | 2467    |
|  46   | ddaker                  | 164    | 2486    |
|  339  | ruwin126                | 56     | 2490    |
|  664  | kall                    | 27     | 2495    |
|  570  | blueless0804            | 33     | 2519    |
|  710  | woontae                 | 25     | 2523    |
|  205  | vamf12                  | 74     | 2532    |
|  357  | hongjun7                | 54     | 2539    |
|  481  | jmpabu                  | 41     | 2539    |
|  26   | l10veu                  | 202    | 2544    |
|  314  | boredashell99           | 60     | 2554    |
|  709  | Informatica_phraust1612 | 25     | 2557    |
|  72   | kgw0507                 | 131    | 2570    |
|  472  | namejames91             | 42     | 2577    |
|  194  | raymundo                | 76     | 2589    |
|  569  | Informatica_Ns          | 33     | 2595    |
|  117  | dlimpid                 | 103    | 2607    |
|  80   | sehee382                | 127    | 2617    |
|  509  | anlogo                  | 38     | 2633    |
|  508  | bdh92123                | 38     | 2654    |
|  480  | Violet716               | 41     | 2664    |
|  679  | cancho                  | 26     | 2672    |
|  637  | realnemesis             | 29     | 2673    |
|  173  | hck5209                 | 81     | 2679    |
|  204  | zartoven                | 74     | 2679    |
|  416  | mysanal                 | 49     | 2683    |
|  323  | totworld                | 59     | 2684    |
|  313  | TaeYoung                | 60     | 2688    |
|  620  | seotos                  | 30     | 2688    |
|  384  | sinjimua                | 51     | 2689    |
|  122  | sim0629                 | 100    | 2705    |
|  50   | gok01172                | 160    | 2708    |
|  221  | motoko                  | 71     | 2713    |
|  401  | kenjin2202              | 50     | 2720    |
|  619  | zeroxy                  | 30     | 2726    |
|  580  | Rio_kaizen              | 32     | 2736    |
|  708  | S.K.Lee                 | 25     | 2740    |
|  507  | lymose                  | 38     | 2752    |
|  25   | sharb                   | 204    | 2766    |
|  595  | wildjuno                | 31     | 2772    |
