rank,name,solved,recent
1=,roosephu,600+,10
1=,baihacker,600+,11
1=,lizhusong922,600+,11
1=,Jrdevil,600+,10
1=,skyivben,600+,4
1=,(whatsup),600+,33
7,eagles,527,7
8,LatticeGuy,521,1
9,cheng.di,520,332
10,taizhou,510,58
11,bukebuer,495,7
12,(lld2006),446,469
13,Shawnmaza,440,10
14,tec,436,127
15,vxv,434,11
16,liuguangxi,434,11
17,dhu_try,420,1728
18,GaoZone,408,123
19,driversetc,399,56
20,ZhouYuChen,387,579
21,Jackalope,386,2053
22,mathcraft,386,10
23,fox0571,384,2152
24,wwwwodddd,380,1
25,aaahhh,364,29
26,chzhou,361,344
27,sevenkplus,361,11
28,(Slipper),353,1306
29,ljq,339,1925
30,ftiasch,333,127
31,goalboy,325,2133
32,czp,318,0
33,int,315,96
34,mpanlei,315,64
35,zhzs,312,2777
36,vici,311,14
37,waiwaipig,307,2004
38,eming,306,2819
39,taolei,306,991
40,asmn,305,1374
41,esun-w,303,219
42,xtlisk,302,1360
43,redhill42,302,0
44,scturtle,301,1211
45,HKX,300,1842
46,LzyRapx,294,11
47,quailty,291,9
48,coolwanglu,285,2226
49,misaka20001,282,63
50,lrzh,278,269
51,l2y3n2,270,1206
52,MATH_WangXU,268,48
53,ben1222,267,2419
54,3140101958,265,157
55,jackchess,259,87
56,Weifeng_Sun,258,246
57,superdesert,257,1383
58,czgj1999,255,55
59,Rinick,254,3195
60,lidan615,252,271
61,Tangent,252,1
62,falseskywalker,251,3308
63,xiaoyukina,251,2068
64,luyunlong,247,177
65,zscc,246,94
66,greedp,242,1568
67,Ekoms_The_Insane,241,2297
68,vapor,237,11
69,stir67,236,2416
70,sharpeye,236,204
71,wuyingddg,236,123
72,chyx,234,2046
73,(zbanach),234,332
74,BigGuava,233,3168
75,Ledrug,231,2566
76,andor9,226,357
77,strong49,226,28
78,zouxun,225,2482
79,tifa,225,663
80,lugionline,221,8
81,yangxinyu,219,190
82,wcysai,216,2
83,jasonzd,214,1116
84,qu317058542,214,364
85,Sd.Invol,214,291
86,lllllllllllll,213,1613
87,alephalpha,212,998
88,Alec_tk,212,177
89,xymeng,211,444
90,idiot94,210,3570
91,MATLABMATH,210,3566
92,hupo001,209,3386
93,mathyrl,209,925
94,bigeast,209,78
95,llhuii,208,1710
96,xbtianlang,208,1623
97,purelisp,207,2859
98,foreverbell,207,564
99,luotuoqingshan,207,44
100,physhark,206,1828
101,lyensolarism,206,104
102,Yishun,205,303
103,grf1973,205,135
104,(wangh98),205,0
105,llq17501,204,1141
106,lunjgr,204,405
107,fjzzq2002,203,0
108,staynight,202,1309
109,yshui,202,987
110,SkyShaw,201,2261
111,wanbo,201,1201
112,zhymaoiing,201,486
113,cgy4ever,199,859
114,redfield,195,3152
115,kennethsnow,195,208
116,YiCyunSaBi,194,658
117,neutrino21,192,9
118,rujialiu,191,1617
119,ftfish,188,723
120,cuiaoxiang,188,475
121,lyyshp,187,80
122,taoyijie,186,291
123,ctzsm,185,697
124,sha1,184,2519
125,kaifeng,184,1870
126,bbsdkjdx,183,521
127,northwolves,182,567
128,seaker,181,2989
129,lby1990,181,2241
130,lijiaqigreat,181,273
131,xiaoshua,180,650
132,S3_N,179,635
133,yuezheng,177,426
134,(lyp2015),177,210
135,Dezhonger,177,8
136,wawnx,176,1762
137,wong.tong,175,2153
138,DarknessGuideMe,175,1831
139,(ronnoc),175,485
140,flxj,175,11
141,__starrify__,174,1775
142,fancitron,174,18
143,HenryYang,173,2680
144,(whatasha),172,1850
145,haiwangcat,172,1198
146,jameslao,172,927
147,skydark,171,1895
148,bjin,171,768
149,ssynhtn,171,228
150,Fazheng,171,49
151,NiroBC,170,28
152,(lhr0909),169,2075
153,chrisliu,169,1876
154,JTJL,169,8
155,fwjmath,168,605
156,shenyang,167,725
157,(wywcgs),166,184
158,piaofengslg,166,76
159,tif,165,1204
160,lanmaomao,165,256
161,qlf2007,164,31
162,(Bella),163,1762
163,carryyouaway,162,2277
164,tz397,162,4
165,phrock,161,3285
166,jingwenhtp,161,2320
167,lzyzizi,160,2177
168,cleaner_leon,160,1912
169,(JavierWu),160,383
170,michael_ho,160,57
171,wanying,159,2118
172,sweetJ,159,1400
173,brickgao,159,823
174,infmagic2047,159,501
175,(kiiiiii),159,41
176,maomaoloverose,158,2266
177,zmwang,158,1180
178,qshadun,157,1217
179,abcwuhang,157,0
180,yinan,156,2607
181,silwile,156,2471
182,ziyuang,156,2359
183,hjf,156,365
184,lihaitao,156,329
185,(wzx961008),156,1
186,seanchen,155,2274
187,RUCEric,155,2270
188,linxh,154,3212
189,dreamsky,154,1840
190,litaoye,154,1150
191,yudx,154,1060
192,Sempr,154,278
193,huangd95,154,261
194,palayutm,154,81
195,dirtysalt,153,3187
196,chensdiscovery,153,2919
197,youngkent,153,1930
198,Legendking,153,1055
199,Junix,153,683
200,lotus,153,223
201,clearlove,153,3
202,huanzhou2006,152,2920
203,(milkyways),152,1143
204,l1t,152,274
205,(dataisland),152,7
206,remember86,151,2341
207,aceeca1,151,1879
