rank,name,solved,recent
1=,uwi,600+,11
1=,utomaya,600+,11
1=,inamori,600+,11
1=,Min_25,600+,11
5,haruya,544,2
6,ax8529221,504,7
7,triceps,486,1138
8,xsd,483,66
9,jun0,473,1319
10,chaemon,439,690
11,rokusuke,422,2
12,ariom44,419,15
13,jujaji,412,469
14,rng_58,404,1768
15,maikaze,399,9
16,hidesugar,392,11
17,__math,391,467
18,maspuyo,384,404
19,Takai,383,2157
20,tsuchiya.yoshihiro,383,404
21,touma,382,6
22,niino,378,1615
23,kozima,378,206
24,manman,367,133
25,Kawazoe,360,1852
26,jeneshicc,357,1155
27,sarasouju,344,356
28,hakase,333,2228
29,herumi,328,1668
30,lycaste,323,2
31,natsugiri,319,256
32,mame,318,2492
33,(garnacha),316,39
34,tokoharu,310,459
35,SANSEN,304,49
36,(Lenqth),303,125
37,(TatsuDX),303,5
38,kyusuke,299,1806
39,naoya_t,299,850
40,pp6pk,296,107
41,imgry22,295,1
42,stqn,288,1152
43,koji_t,283,864
44,kaoru,281,2838
45,nu4nu,281,260
46,ko12345,280,1042
47,yasuyuki_abe,275,122
48,sO3SrLCr4Rqb00Zr4nIYCVBPZ_oFimST,271,142
49,tak,270,1687
50,cddddr,269,1401
51,steelydon,265,1940
52,airobo,264,2076
53,Mi_Sawa,264,1090
54,walkover,261,415
55,my316g,261,155
56,Rio,259,3032
57,aitdccd,258,29
58,ecottea,257,972
59,rst76,252,3247
60,tbsk,250,2649
61,T_GYOUTEN,247,2333
62,ush,247,1253
63,homuler,245,1404
64,tomerun,245,572
65,yamaguch,245,19
66,sinapusu2002,236,937
67,yambi,235,2591
68,ebiel,228,837
69,funnything,225,1216
70,minke,223,3483
71,kinaba,223,3473
72,ocean-city,223,2587
73,takamura,223,52
74,oxy,222,2556
75,(NORI_2),222,546
76,m-riho,221,594
77,Chates0705,221,551
78,konoyono_subetega_nikui,220,922
79,LayCurse,220,438
80,OKUDA_Yoshifumi,218,67
81,fksw,218,22
82,kunkun,217,2733
83,isomura,217,325
84,akihiro4chawon,215,2423
85,reirei_As,212,141
86,ryomiya,211,52
87,miyano,209,316
88,chromia,205,26
89,square1001,204,25
90,Naoki_M,202,681
91,tk2,200,878
92,fummy64,199,2421
93,simorin,198,103
94,shaoling,193,1992
95,hirose,192,39
96,nagihito,191,1289
97,nomeaning,191,983
98,kerike,191,623
99,y2q_actionman,190,2457
100,halwhite,190,2439
101,hariharsha,188,7
102,taku0344028,186,1987
103,asaq,186,1764
104,JeromeLefebvre,184,1012
105,J_A,183,2821
106,nekosenyo,183,462
107,from-nuis,183,159
108,shinichi,181,1165
109,ludimma,180,664
110,yumichi,179,1762
111,ogiekako,179,1286
112,tsb,178,2347
113,KenjiH,178,1170
114,kentaro.wakai,178,39
115,cojna,177,1884
116,tar0t,177,383
117,syasuda,177,126
118,akira.08280,176,1069
119,(takayuki.ohata),176,594
120,kobayashikorio,175,589
121,askaky,173,1497
122,carpenter_bee,172,377
123,letter,170,3662
124,faryad,169,844
125,gomis,169,56
126,Masaki,168,1158
127,Ark__,168,226
128,Kurayu,167,1123
129,sakky711,167,375
130,kik,166,2903
131,yamato,166,1389
132,kikai,166,1203
133,isizakit,165,3296
134,reipan,165,2069
135,moon_watcher,165,575
136,peria,165,498
137,Pachicobue,165,97
138,nobu_k,163,3660
139,uti2013,163,1922
140,suj2to,163,296
141,Okamitsu,162,172
142,yudedako,162,15
143,kurikuri999,160,255
144,2ndmk2,158,1650
145,trinitrotoluene,157,1417
146,takonoashi,157,727
147,deltacat,157,20
148,foota,156,2960
149,(utmath),156,2082
150,mei_narou,156,289
151,altnelico1,156,27
152,yatt,155,1990
153,taiji,155,1968
154,peanutsjamjam,154,1879
155,zawisha,154,54
156,nogz,153,2641
157,pprk,153,2533
158,shimizu1950,153,2499
159,hidetakak2,153,70
160,makkin-2,152,578
161,todo,152,55
162,katsu33,151,1993
163,arkhe,151,496
164,noriok,151,25
165,shuyo,150,2790
166,takayuki,150,2744
167,hm00061,150,2686
168,nisshy,150,1242
169,fooractal,150,416
170,masaaki,148,1708
171,(pute293),148,1095
172,itchyny,148,907
173,kinjo.yukari,148,567
174,clotz.sugar,148,220
175,kyunkyun,147,1488
176,nobsun,146,2532
177,magickmaster,146,1682
178,akipom,146,176
179,TakahisaC7,146,149
180,mune.k,145,1604
181,tounai,145,1386
182,leafmoon,145,995
183,maehrm,145,754
184,kei10in,145,718
185,srd7,145,647
186,Yuichiroh,145,260
187,186,144,2656
188,kimit,144,962
189,xyz600,144,318
190,lpocean,143,2577
191,(mikeCAT),143,1294
192,senna,142,3462
193,(NokubiTadaharu),142,2063
194,oteru50,141,34
195,okagawa,140,2566
196,masahiroakiko,140,2521
197,ksmakoto,140,2413
198,lynx,140,918
199,kyomei,140,430
200,penetole,139,1296
201,Keno42,139,522
202,jyokun,139,93
203,tarumi,138,1335
204,riktor,137,2106
205,gifnksm,137,1064
206,alpicola,136,2106
207,yasmat,136,1035
208,(zeppeki),136,722
209,nase,134,2794
210,whitypig,134,2297
211,okazaki,134,1989
212,deep_blue,133,2769
213,take4310,133,1816
214,norio,133,1399
215,61mg,133,976
216,koshian2,132,2576
217,Koi,132,575
218,tomori_nyao,132,459
219,y.nishida,132,263
220,echizen_tm,131,2572
221,tcptr,131,2111
222,machy,131,1752
223,todaemon,131,202
224,t5tmy,131,36
225,hoge,130,3055
226,Kouichi_Nakagawa,130,1367
227,wataken44,130,1241
228,pekempey,130,108
229,schrodin,129,3364
230,DENAM,129,1503
231,ksato,129,1401
232,tkyjhr,128,2314
233,corbeaux,128,2293
234,hnw,128,764
235,hadrori,128,696
