rank,name,solved,recent
244,dreamsboat,69,0
57,cfranck,154,0
5,allenjeon,314,1
88,daegeon,122,2
42,alexum,171,5
347,mohenjo,56,7
330,nomadlife,58,10
39,skim0119,177,10
1,(jaehyunp),581,14
255,jihunroh-python,68,18
76,Sait2000,130,21
4,shinminseon,330,24
125,(dalgu),99,29
124,(kparkeuler),100,30
396,Yearning,51,36
266,(ikisis),67,37
360,(yyc9268),54,37
218,delfino4,72,46
47,jh05013,162,54
6,sungmin817,311,62
93,J.H.M.,117,66
35,bumsook,186,91
8,emppu,262,95
192,birmjin.in,77,106
353,(raifthenerd),55,106
243,wandookong,69,111
296,jacealan,63,114
372,16spark1,53,120
85,dareun.geum,124,130
242,rmsrk33,69,135
32,svchost.exe,193,143
36,veshboo,184,150
133,friend1226,96,152
310,hiparkgss,61,154
96,kyduke,114,158
146,nineclue,88,160
132,helicity,96,165
160,key262yek,85,169
21,zlzmsrhak,209,174
282,deity,65,182
207,(gs13057),74,186
346,qwe6580,56,186
281,nonblock,65,191
288,sherhy,64,208
325,zephyr9,59,216
95,(Byungwoo.Jeon),116,218
108,hongsch1,107,226
287,eltmzhsj,64,227
395,freewild,51,240
202,YunGoon,75,245
60,hillcanon,149,249
55,Frizzle,157,251
227,aeromind,71,252
54,zhuny,157,265
129,younghan,97,267
119,whitehwarang,102,271
359,bits_and_scraps,54,272
18,Doju,220,277
27,changrak,201,282
112,ntalbs,106,288
15,Bubbler,232,293
177,About-Blank,80,302
116,keugbang,104,329
168,flagj,83,330
358,(tjyoo73),54,330
105,astein,108,331
191,ch81.song,77,331
305,boyboyhoo,62,335
320,ssico7,60,337
319,lasher247,60,344
381,viciousagent86,52,350
334,(jaehaaheaj),57,374
135,dotorya,95,394
156,(hodduc),86,395
16,kanie,230,417
217,ssangkong,72,420
280,espring,65,429
159,chattee,85,431
46,Unused,164,437
14,noxnia,234,463
23,petdrow,206,467
241,dincal,69,474
71,HeeM,132,477
137,hwijung,94,487
74,colorized,131,487
216,Corea,72,500
31,eyTns,193,516
318,tyamazaki,60,537
317,fanoyong,60,540
66,kyumyonglee,140,542
345,luxewiz,56,544
286,kreateark,64,562
65,larez,140,563
139,king--kong,91,580
210,xoguslwkd,73,583
265,thebarbershop,67,588
104,Ainodyne,109,590
295,(ZTZEROS),63,594
304,jw.jung,62,604
294,Veckal,63,615
24,(lakshimi),205,622
254,(nersery),68,632
253,(hsm6911),68,642
111,4135667,106,662
226,proburner,71,666
215,NewPython,72,669
84,go_to_dmc,125,686
303,aviness,62,687
58,(j1wan),153,689
302,runnie0427,62,697
380,thumb,52,705
29,jjhangu2,199,711
75,(sy0414),130,717
394,hjl1595,51,726
252,eminency,68,728
59,Jungkeun,152,740
17,Baekjoon,228,743
225,seul,71,750
393,john-scarlet,51,764
64,tjfktj,141,774
114,(pse1202),105,792
285,(yeori),64,800
206,(bbaa1155),74,809
240,Peacemiki,69,809
7,(ssk),307,819
239,Ephemera,69,834
86,daewonyoon,123,837
131,sangpaz,96,865
232,naldo,70,866
190,Shongky,77,868
153,thechaos16,87,870
3,ainu7,330,876
316,zxcxz7,60,879
279,cguy2000,65,903
301,arcadia88,62,933
176,bdares,80,942
181,jeonbyungwoo,79,942
274,greatstone,66,947
392,(jins02),51,954
214,aleph0,72,957
293,jooyunghan,63,972
379,yangjy0113,52,977
51,kimrip,158,979
167,puella1204,83,989
166,(eulpine),83,998
201,박상건,75,999
56,dalpaeng2,156,1000
224,tapiko,71,1014
118,bosscq,102,1016
238,milkiss,69,1019
68,(juncoder),134,1024
34,(mecatos95d),188,1026
205,kunbam09,74,1030
378,(albert_park),52,1034
371,AmorEtSpero,53,1036
391,ybjeon01,51,1042
163,Hydrogen,84,1047
273,hylee,66,1051
103,Abalcon,110,1053
77,bam8695,129,1054
189,ironlung,77,1073
213,hnjang810,72,1078
184,(JohnSeo),78,1081
53,pjsdream,157,1089
50,yongwhan,160,1110
309,JongMan,61,1119
370,hyunhwan,53,1126
377,yoloseem,52,1127
134,(123harim),95,1137
278,bookman01,65,1140
272,irisagfe,66,1163
315,optatum,60,1168
352,yimjy1996,55,1170
102,insikk,110,1178
324,protos37,59,1180
107,PhoBiA,107,1181
369,etoilebleu06,53,1222
329,(tintin5108),58,1226
292,wsh0509,63,1238
10,kcm1700,257,1244
19,ipkn,218,1254
81,kazel,127,1255
251,philmasterplus,68,1263
43,Breakun,170,1274
231,dpp5411,70,1275
351,(DarkAngel),55,1290
344,(lkkpou),56,1293
250,caooeep,68,1294
368,rhs0266,53,1313
223,jykim,71,1325
284,cramade,64,1326
101,tpzcln,110,1328
350,yeonseung.kim,55,1328
328,hakenstock,58,1332
67,ychoi100,137,1369
230,jupiter7,70,1381
13,JiminP,238,1383
314,coprime,60,1396
44,lem,165,1397
249,JAYS,68,1403
28,00,199,1410
9,(sunleonid),261,1476
327,(mighty93),58,1480
188,seaguy,77,1481
300,swchoi06,62,1484
308,i274,61,1493
291,kchhero,63,1500
