rank,name,solved,recent
21,touma,380,1
516,tknob3,84,1
12,rokusuke,414,2
40,imgry22,289,2
483,expajp,87,2
5,haruya,539,2
106,hariharsha,183,3
11,ariom44,419,4
141,yudedako,162,4
347,nishinojunji,104,4
17,hidesugar,391,5
146,deltacat,157,8
64,yamaguch,245,8
313,rydia001,110,11
80,fksw,218,11
1=,utomaya,600+,13
88,square1001,204,13
163,noriok,151,14
1=,Min_25,600+,14
1=,uwi,600+,14
30,lycaste,321,14
87,chromia,205,14
252,kazushi,125,15
402,huwakun,96,15
150,altnelico1,156,16
332,ryo.i,106,17
56,aitdccd,258,18
433,Konno_Ryo,92,20
15,maikaze,398,21
193,oteru50,141,23
6,ax8529221,502,24
223,t5tmy,131,25
113,kentaro.wakai,178,27
504,moratori,85,27
33,(garnacha),316,28
94,hirose,192,28
303,osushi,112,37
35,SANSEN,304,37
72,takamura,223,41
85,ryomiya,211,41
154,zawisha,154,42
160,todo,152,43
124,gomis,169,45
297,noppo,113,47
296,(root16),113,50
482,sweetberry,87,51
425,Szigeta,93,52
79,OKUDA_Yoshifumi,218,55
8,xsd,483,55
158,hidetakak2,153,58
432,(ref4d),92,61
419,mena_nann,94,75
464,cpi_abu,88,76
266,bQKuAy26,120,80
201,jyokun,139,81
136,Pachicobue,165,86
557,casquette34,80,87
410,dshiota,95,88
92,simorin,198,91
39,pp6pk,296,96
227,pekempey,130,97
258,nagaoka,123,100
523,ignorabimus,83,108
46,yasuyuki_abe,275,111
36,(Lenqth),303,113
116,syasuda,177,115
24,manman,367,121
538,kerlon,82,128
386,(asattely),100,129
47,sO3SrLCr4Rqb00Zr4nIYCVBPZ_oFimST,271,130
84,reirei_As,212,130
356,namakemono,103,131
431,napaa,92,133
178,TakahisaC7,146,137
582,kichi941,78,140
54,my316g,261,144
105,from-nuis,183,147
418,kono,94,149
417,kawasaki,94,152
140,Okamitsu,162,161
177,akipom,146,164
368,snuf_kin,101,167
522,sagerin,83,170
355,hellowd,103,172
394,dryaemon,98,175
440,Lycoris_i,91,183
222,todaemon,131,191
23,kozima,378,195
173,clotz.sugar,148,208
126,Ark__,168,215
537,hamukichi,82,216
248,haseguwa,126,218
317,ryochan,109,222
409,narita,95,222
492,mk3ura,86,223
291,hogeover30,114,226
244,kosakkun,127,229
515,(tomiono),84,233
391,maeshiro,99,234
142,kurikuri999,160,244
31,natsugiri,319,245
185,Yuichiroh,145,249
44,nu4nu,281,249
218,y.nishida,132,252
555,(thelettera),80,256
556,Tomonacci,80,256
251,(ProjectSeagull),125,269
149,mei_narou,156,277
330,njellyfish,107,281
139,suj2to,163,285
385,schwarznecken,100,286
236,TangentDay,128,288
346,stmasa2016,104,293
457,kodama417,89,299
283,TetsuyaIzu,116,301
361,joll,102,302
86,miyano,209,305
188,xyz600,144,307
256,aquazul,124,309
82,isomura,217,314
243,(taijin0721),127,333
503,mtsuyugu,85,337
27,sarasouju,344,345
393,xy_nak_jl,98,345
581,tkkyn,78,348
265,AtsushiNagaoka,120,349
463,tanutarou,88,357
128,sakky711,167,364
481,ydash,87,364
121,carpenter_bee,172,365
235,hide8,128,365
115,tar0t,177,372
275,rabbit_TR,118,385
18,maspuyo,384,393
20,tsuchiya.yoshihiro,383,393
329,tjake,107,393
491,keizo2,86,393
580,001229,78,396
53,walkover,261,404
168,fooractal,150,405
568,specular,79,407
456,coricozizi,89,409
480,outerinside,87,409
198,kyomei,140,418
345,jame_sparker,104,420
78,LayCurse,220,427
354,UmeyaMann,103,438
502,ability_potion,85,438
384,yama,100,445
217,tomori_nyao,132,447
34,tokoharu,310,447
104,nekosenyo,183,451
16,__math,391,456
13,jujaji,412,458
312,plonk,110,458
250,komkom3141,125,468
408,mayoko,95,471
290,Toyoashihara,114,474
514,Suichi,84,474
282,Koshin,116,482
328,mirac,107,483
424,hogehoge,93,483
162,arkhe,151,485
416,onigiri11235,94,485
135,peria,165,486
311,yuizumi,110,489
397,suppy193,97,491
579,hyusuk,78,497
567,tsukagashira,79,505
200,Keno42,139,510
536,suihan,82,510
249,yabuki,125,515
430,asi1024,92,515
242,hiromi_ayase,127,528
578,(Koizumi_Kyoko),78,530
74,(NORI_2),222,535
535,como314,82,536
76,Chates0705,221,540
367,keiji-mu,101,543
401,yuzupom,96,545
172,kinjo.yukari,148,556
554,aihara_enju,80,556
63,tomerun,245,560
134,moon_watcher,165,563
216,Koi,132,564
159,makkin-2,152,566
353,d_nishiyama,103,576
119,kobayashikorio,175,577
479,angel-p57,87,577
439,intestine,91,581
118,(takayuki.ohata),176,582
75,m-riho,221,583
423,lotz,93,585
478,uhouho_gorilla,87,588
477,omochi,87,590
545,tatt61880,81,591
97,kerike,191,611
447,_koji,90,624
476,yinamori,87,624
475,belltailjp,87,626
184,srd7,145,636
400,norisuke,96,652
455,NAKAJIMA_Junichi,89,652
108,ludimma,180,653
490,unnamed1030,86,656
422,E869120,93,670
89,Naoki_M,202,670
10,chaemon,439,679
234,hadrori,128,685
534,nishima,82,689
183,kei10in,145,707
207,(zeppeki),136,711
145,takonoashi,157,716
489,BLUEPIXY,86,734
182,maehrm,145,743
513,mameo86,84,744
233,hnw,128,752
600,K_Cheat1992,77,754
462,reduls,88,796
599,Awata,77,808
454,pit_viper,89,817
67,ebiel,228,826
533,zawawahoge,82,831
123,faryad,169,832
453,tomoki,89,833
38,naoya_t,299,839
42,koji_t,283,853
316,saki,109,855
90,tk2,200,867
512,cof,84,889
171,itchyny,148,895
407,catindog,95,896
197,lynx,140,906
77,konoyono_subetega_nikui,220,911
260,AMIO,122,917
421,vineyoshi,93,919
65,sinapusu2002,236,926
352,gnatpj0614,103,928
383,Zauberer,100,946
255,fvbb431,124,949
187,kimit,144,950
57,ecottea,257,961
214,61mg,133,965
474,roiti46,87,969
96,nomeaning,191,971
247,xy_nak_hs,126,974
181,leafmoon,145,983
337,piyoko_212,105,1000
102,JeromeLefebvre,184,1001
501,pepepyon,85,1004
206,yasmat,136,1024
45,ko12345,280,1030
320,okaduki,108,1042
461,onuma,88,1044
473,hatoo,87,1048
204,gifnksm,137,1052
117,akira.08280,176,1058
472,binbo-himanasi,87,1076
52,Mi_Sawa,264,1079
241,z_kro,127,1081
170,(pute293),148,1084
598,hebiyan,77,1091
360,takaiy,102,1101
488,hirotakaohkubo1,86,1104
302,miki16g,112,1105
127,Kurayu,167,1112
7,triceps,486,1127
382,okanonet,100,1130
577,dolpen,78,1135
41,stqn,288,1140
438,ichyo,91,1140
26,jeneshicc,357,1144
125,Masaki,168,1147
566,manicmaniac,79,1147
107,shinichi,181,1154
565,rutas123,79,1156
112,KenjiH,178,1158
264,caesark,120,1167
553,TsudaKageyu,80,1172
597,snowfall,77,1187
576,mk1988,78,1190
596,shimisho,77,1190
131,kikai,166,1191
344,Suzaku,104,1194
532,tatsy,82,1196
240,choyotaura,127,1199
68,funnything,225,1205
262,fujiwara,121,1211
327,matsulib,107,1211
326,wotsushi,107,1213
274,x2357,118,1218
343,Susisu,104,1221
226,wataken44,130,1230
167,nisshy,150,1231
552,aomoriringo,80,1236
564,aomoriringocpp,79,1239
61,ush,247,1241
331,pora_myodra,106,1250
500,erunaven,85,1259
460,abeken713,88,1261
511,mthrok,84,1273
110,ogiekako,179,1275
315,mcU3bWAV,109,1275
319,kazutanaka,108,1275
95,nagihito,191,1278
273,nishi6,118,1279
190,(mikeCAT),143,1283
199,penetole,139,1285
544,OKEI,81,1289
399,tanzaku,96,1308
575,evima,78,1308
9,jun0,473,1308
595,orobas,77,1312
452,seikichi,89,1315
531,selios,82,1318
286,szxnkl,115,1320
202,tarumi,138,1324
551,blue0620,80,1335
594,ud0n,77,1335
310,msylw,110,1343
451,gfaogr123,89,1348
225,Kouichi_Nakagawa,130,1355
318,yamatchan,108,1356
574,Christie,78,1370
381,(rhyean8),100,1373
180,tounai,145,1375
246,osa_k,126,1375
130,yamato,166,1378
530,kijitoragoro,82,1380
380,mikami,100,1384
213,norio,133,1388
230,ksato,129,1390
49,cddddr,269,1390
62,homuler,245,1393
281,maesiro,116,1394
144,trinitrotoluene,157,1405
471,nobu,87,1405
450,hjk,89,1406
593,siun,77,1412
174,kyunkyun,147,1476
120,askaky,173,1485
229,DENAM,129,1491
510,jahshaka,84,1493
390,yskcon,99,1495
309,tosan1984,110,1498
550,occho,80,1501
359,soukana,102,1510
295,ktaobo,113,1511
389,seto,99,1523
294,IMOKURI,113,1530
415,muupan,94,1530
280,ttu_hs,116,1534
308,gtom,110,1545
529,hurou,82,1558
429,kajibo,92,1561
307,aki_rubix,110,1565
528,kengpong,82,1570
563,(lrmystp),79,1578
437,killy971,91,1582
543,mystery,81,1586
179,mune.k,145,1592
592,e-cube,77,1594
562,Soeno,79,1595
591,Bell,77,1596
22,niino,378,1603
143,2ndmk2,158,1639
414,na2hiro,94,1639
285,kinketu,115,1645
428,_iota,92,1651
29,herumi,328,1657
366,sys979,101,1663
176,magickmaster,146,1671
48,tak,270,1675
342,skobayas,104,1677
272,tasusu,118,1691
169,masaaki,148,1697
542,(XaroCydeykn),81,1701
341,fluffyowl,104,1707
549,ALuneedis,80,1715
221,machy,131,1741
109,yumichi,179,1750
449,Brenhilt,89,1751
101,asaq,186,1753
239,mugenen,127,1756
336,naoki.kp,105,1756
406,hs484,95,1756
14,rng_58,404,1757
379,hotpepsi,100,1759
325,yowa,107,1765
521,hagure_beans,83,1783
358,kogecoo,102,1787
446,merom686,90,1788
499,xarsh,85,1789
37,kyusuke,299,1795
212,take4310,133,1804
306,hata,110,1811
271,yoshimoto,118,1818
269,tnoda,119,1839
25,Kawazoe,360,1840
378,battamon,100,1840
278,kroton,117,1844
365,213R,101,1854
377,matsuta,100,1859
561,tkych,79,1859
420,tomicchie,93,1862
153,peanutsjamjam,154,1867
114,cojna,177,1872
590,utenmiki,77,1889
509,Akeru,84,1910
138,uti2013,163,1911
324,qfa,107,1912
445,phyllo,90,1918
388,solitary7bd,99,1921
50,steelydon,265,1928
589,fumono,77,1950
152,taiji,155,1956
573,kouhei.e,78,1971
508,tsurushuu,84,1972
100,taku0344028,186,1975
210,okazaki,134,1977
151,yatt,155,1978
161,katsu33,151,1981
93,shaoling,193,1981
527,HOYOHOYO000,82,1986
588,ya_nanba,77,2001
487,nmas,86,2008
486,siawasesun,86,2022
277,kinoh,117,2023
526,kazuya030,82,2042
560,yone64,79,2050
192,(NokubiTadaharu),142,2052
548,nanikaka,80,2053
133,reipan,165,2057
507,t-matsubara,84,2060
340,lispest,104,2064
51,airobo,264,2064
148,(utmath),156,2070
257,mamekin,123,2072
276,qrrakakh,117,2086
498,YoshikiIto,85,2092
203,riktor,137,2094
205,alpicola,136,2094
220,tcptr,131,2100
314,kogumamisha,109,2118
506,YuukiARIA,84,2125
497,misonikomineko,85,2142
19,Takai,383,2146
279,nissingeppo,116,2146
496,matsu911,85,2183
351,zono244,103,2186
364,nomnel,101,2188
376,kanensei,100,2213
28,hakase,333,2217
363,yutaka_j,101,2239
261,likr,121,2243
263,pinefield,120,2252
232,corbeaux,128,2281
572,pied,78,2285
209,whitypig,134,2286
470,y3eadgbe,87,2290
525,k3_kaimu,82,2291
427,folsena,92,2299
270,ogahide,118,2300
231,tkyjhr,128,2302
323,takane,107,2310
469,Hiroshi_Murata,87,2321
60,T_GYOUTEN,247,2321
541,ds14050,81,2328
375,(INATA),100,2331
559,Shaddan,79,2334
111,tsb,178,2336
350,wand125,103,2343
468,newtomn,87,2346
587,(nakanoj),77,2348
238,eoi,127,2355
305,smat,110,2359
335,pgf2,105,2395
196,ksmakoto,140,2402
586,kinodjnz,77,2404
91,fummy64,199,2409
444,meltice,90,2411
83,akihiro4chawon,215,2412
99,halwhite,190,2427
520,kaorimatz,83,2434
505,laynts,84,2442
98,y2q_actionman,190,2446
519,toriaezu,83,2451
32,mame,318,2480
374,yuta25,100,2483
157,shimizu1950,153,2488
322,tatsuyafw,107,2488
443,korieru,90,2499
413,takfjt,94,2503
195,masahiroakiko,140,2509
485,RuikoSaten,86,2517
175,nobsun,146,2521
156,pprk,153,2522
73,oxy,222,2544
254,dton,124,2548
289,tkhiguchi,114,2552
194,okagawa,140,2554
219,echizen_tm,131,2560
215,koshian2,132,2565
189,lpocean,143,2566
436,nagatomutu,91,2573
71,ocean-city,223,2576
66,yambi,235,2579
435,miyabiarts,91,2594
571,y_tag,78,2594
301,tos.lunar,112,2598
467,akihito123,87,2603
373,termat,100,2610
372,shnya,100,2619
155,nogz,153,2630
334,nineties,105,2630
59,tbsk,250,2637
186,186,144,2645
166,hm00061,150,2675
398,isato,96,2691
558,qchikara,79,2713
540,gigo891,81,2715
81,kunkun,217,2722
165,takayuki,150,2732
300,ichirin,112,2737
412,t-uchida,94,2749
211,deep_blue,133,2757
495,yin-yang.alchemist,85,2773
164,shuyo,150,2778
208,nase,134,2782
442,eagletmt,90,2799
103,J_A,183,2810
570,ww74epm,78,2811
284,patterl,115,2819
43,kaoru,281,2827
357,s10d,102,2829
339,DA_BOSE,104,2830
293,pudeyuki,113,2831
466,ozy4dm,87,2864
321,ma0001,107,2882
494,tarya,85,2883
518,gushwell,83,2891
129,kik,166,2892
292,kyouso,113,2917
299,unagi,112,2927
259,key,122,2941
147,foota,156,2948
371,taichiu,100,2955
441,hubtoyo,90,2956
237,khammer,127,2976
465,skycholy,87,3003
268,masahiro.sakai,119,3018
55,Rio,259,3021
224,hoge,130,3044
459,nida,88,3051
448,Hidemaro,89,3199
426,supiar17,92,3218
405,subaru,95,3222
253,soz0345hooky,124,3226
387,tsutomu,99,3233
58,rst76,252,3235
245,hachimura,126,3238
411,wanson,94,3239
396,condotti,97,3262
298,hmakino,112,3269
132,isizakit,165,3285
404,mi-chang,95,3288
228,schrodin,129,3353
547,miyaryu,80,3354
403,electrolysis,95,3364
349,mshkh,103,3383
493,Takax2,85,3402
333,ichyet,105,3426
395,mokos,97,3431
338,yz,104,3433
370,m_Phantom,100,3433
369,fumi,100,3434
569,fkyou,78,3437
546,kt3k,80,3448
191,senna,142,3451
585,J.Silence,77,3454
70,kinaba,223,3461
434,perfec,91,3467
458,graySpace999,88,3467
69,minke,223,3471
584,OBK,77,3500
288,phji,114,3502
267,odz,119,3523
287,suroyuu,114,3546
362,zinc,101,3570
517,tadokoro,83,3592
304,dahui,110,3633
524,notogawa,82,3648
137,nobu_k,163,3649
122,letter,170,3650
392,1tk,98,3706
348,jun-s,103,3726
539,Kai,81,3733
484,deco114,86,3757
583,june1,77,3779
