rank,name,solved,recent
1=,beta_projects,600+,20
1=,cmk,600+,7
1=,dev_random,600+,148
1=,radeye,600+,7
1=,Stache,600+,6
1=,willhsmit,600+,3
1=,unime,600+,5
1=,al13n,600+,63
9,ving,593,19
10,(MarcusAndrews),591,418
11,binonunquineist,571,273
12,SlavaKabanovich,569,7
13,akdheirl,568,273
14,mathseal,558,53
15,ubiquitousgrape,540,1
16,DerekLedbetter,539,7
17,pyrolykos,521,17
18,(sivakd),520,133
19,aruff,513,138
20,(kingvash),502,220
21,Eigenray,493,337
22,devjoe,487,3
23,phsr,486,145
24,pwensing,480,194
25,ecnerwala,477,2
26,antwerpn,471,364
27,rprestezog,459,552
28,mathguy314,456,1110
29,amcalde,456,16
30,silver83p,451,0
31,doctornick5,449,179
32,Murphy,447,68
33,(jpaulson),446,19
34,(DjinnKahn),442,1583
35,neverforget,442,875
36,supdude1,437,1538
37,Robert_OConnor,437,21
38,thundre,433,1386
39,16777216,420,0
40,pismobiker,418,5
41,mckennar,417,343
42,moovybuf,416,2
43,(PeterW),413,385
44,mrauen,412,210
45,donhatch,410,306
46,oldpatzer,408,155
47,tcarr,401,9
48,modem,398,3
49,nirenjan,397,1966
50,(Rapptz),397,671
51,universalset,392,134
52,candells,390,71
53,bdolson,389,2
54,Anton_Chigurh,387,23
55,(ChamZord),384,2144
56,shazzam,379,1539
57,dgiaimo,379,81
58,(davin),376,1158
59,stevefr01,375,4
60,jboeing,373,671
61,navghtivs,372,111
62,(jake223),371,5
63,grantcarlson,368,109
64,Ben.Smallpox,367,1216
65,(kelvinator),367,62
66,mark,367,38
67,s.c.koehler,364,16
68,Anyun,362,2139
69,lackritz,359,4
70,CreativeUsername,358,321
71,diffeqkid,357,811
72,DanRoss53,356,500
73,jarsyl,356,418
74,(fahrbach),356,105
75,cdoumar,355,1970
76,eporter,355,1880
77,Zach-Lurf,355,19
78,Ryals,355,10
79,jarip,351,47
80,JohnMorris,349,60
81,adasgu,348,1889
82,(heteroing),346,6
83,4rm4g3dd0n,344,2161
84,rammek,344,25
85,(dgokman),344,21
86,whileTrue,342,1335
87,Googly,342,1274
88,thorfax,342,411
89,Lewin,341,380
90,robot-dreams,337,0
91,henru_wang,334,76
92,bunderscore,334,75
93,mdm,333,13
94,lewanj,332,2621
95,MonkeyTheCode,332,1657
96,xharfire,330,432
97,athenahealth,330,418
98,akimitsu,329,173
99,genemachine,328,2328
100,(nishanth17),328,57
101,jramanat,327,1334
102,(Jamie_),327,1022
103,(zandrewv),327,10
104,shadowx360,326,2413
105,jwsiegel,326,1
106,LarryBlake,325,43
107,dmitrybrant,324,2684
108,anythingapplied,321,16
109,chempro,320,708
110,quilan,319,272
111,Thiros,317,122
112,blakeney,315,104
113,(kavigupta),315,0
114,lukasz_s,312,1277
115,blaisegassend,312,350
116,fizzix,311,468
117,(deansm),310,5
118,BrianHuffman,309,2646
119,hdtscott,309,1235
120,Abe27342,309,75
121,NickMcG,308,2206
122,MrPoush,308,418
123,wakkadojo,308,133
124,smacke,305,102
125,mp1,304,823
126,arbrad,303,467
127,godmar,303,177
128,amling,301,2839
129,vvenkai,301,604
130,nwalton125,301,112
131,hexadoodle,301,1
132,Tool,300,964
133,GeneralRetard,298,2902
134,(cjqcjq),297,115
135,lomont,296,613
136,NabiNaga,295,119
137,krashman,294,1019
138,Schu-ism,294,23
139,ralphmerridew,293,2561
140,(Quadratic),292,30
141,jimbo_elephant,291,11
142,(markr),290,376
143,philiplu,290,14
144,whc67,289,1704
145,thesunmaster,289,586
146,rathmann,287,102
147,nybbler,286,2964
148,jdrandall123,286,2782
149,mcamac,286,57
150,Ted,285,39
151,tlesaul2,285,31
152,wilywampa,283,12
153,eric0511,281,2447
154,(catherd),281,217
155,CUViper,281,87
156,(vbrhjajcn),279,9
157,LeoTheAwesome,278,1736
158,nkbk,278,50
159,sizzzzlerz,277,2362
160,dmeng,276,256
161,bmcgarvey,275,969
162,msauhta,275,873
163,Atmospheric,275,597
164,TickaJules,275,105
165,jsshep93,275,19
166,(xleviator),274,204
167,RandyShane,273,1795
168,fredh,273,1300
169,lkkoller,273,814
170,kubluck,273,102
171,dshabes,272,430
172,jgrilly,271,2390
173,vamoose,271,1569
174,(james.echmalian),270,1515
175,excelgeek,269,270
176,fissional,269,257
177,(RadioChuck),268,528
178,mcslane,268,43
179,skybomb0,267,3121
180,dcclyde,267,212
181,karldray,266,166
182,(Bo102010),265,533
183,mdean,264,1
184,(nandor),263,3145
185,(enotpolaskun),262,1102
186,ecowarrior,262,595
187,fergemann,261,753
188,mvaneerde,261,694
189,xZork,261,529
190,bjm2144,261,65
191,eigenscalar,260,1301
192,JeffreyBosboom,260,1031
193,xantoscguin,260,377
194,howzat2,260,233
195,brownkenny,260,53
196,gman007,260,15
197,(manjulaiyer),259,1501
198,fahrenba,259,766
199,enrev,258,204
200,Swash,257,3012
